pmid,qid,question,chunk_ids,sections,scores,embedding_model
40857111,2,Does the paper report in vitro drug susceptibility data?,12|14|10|11|4,HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS > End-Of-Study Resistance Analysis > Additional Resistance Testing|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > DISCUSSION|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS > End-Of-Masked-Treatment Resistance Analysis|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS > End-Of-Study Resistance Analysis|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > METHODS,0.4477|0.4401|0.4373|0.4291|0.4174,text-embedding-3-small
40857111,3,What were the GenBank accession numbers for sequenced HIV isolates?,11|3|4|8|10,HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS > End-Of-Study Resistance Analysis|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > METHODS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > METHODS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS > End-Of-Masked-Treatment Resistance Analysis,0.4954|0.4865|0.4859|0.4741|0.4714,text-embedding-3-small
40857111,4,What were the GenBank accession numbers for sequenced HIV isolates?,11|3|4|8|10,HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS > End-Of-Study Resistance Analysis|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > METHODS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > METHODS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS > End-Of-Masked-Treatment Resistance Analysis,0.4954|0.4865|0.4859|0.4741|0.4714,text-embedding-3-small
40857111,5,From which countries were the sequenced samples obtained?,11|3|8|6|4,HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS > End-Of-Study Resistance Analysis|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > METHODS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > METHODS,0.3474|0.3401|0.3379|0.3327|0.3271,text-embedding-3-small
40857111,6,From which countries were the sequenced samples obtained?,11|3|8|6|4,HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS > End-Of-Study Resistance Analysis|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > METHODS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > METHODS,0.3474|0.3401|0.3379|0.3327|0.3271,text-embedding-3-small
40857111,7,From what years were the sequenced samples obtained?,11|3|10|8|6,HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS > End-Of-Study Resistance Analysis|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > METHODS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS > End-Of-Masked-Treatment Resistance Analysis|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS,0.3466|0.3394|0.3292|0.3272|0.3256,text-embedding-3-small
40857111,8,Were samples cloned prior to sequencing?,11|8|7|3|4,HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS > End-Of-Study Resistance Analysis|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > METHODS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > METHODS,0.2907|0.2901|0.2885|0.2861|0.2790,text-embedding-3-small
40857111,9,Which HIV genes were reported to have been sequenced?,3|11|4|7|10,HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > METHODS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS > End-Of-Study Resistance Analysis|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > METHODS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS|HIV-1 Resistance Analysis of Participants With HIV-1 and Hepatitis B Receiving Bictegravir/Emtricitabine/Tenofovir Alafenamide or Dolutegravir Plus Emtricitabine/Tenofovir Disoproxil Fumarate Through the Open-Label Extension of the ALLIANCE Study > RESULTS > End-Of-Masked-Treatment Resistance Analysis,0.4971|0.4872|0.4799|0.4570|0.4528,text-embedding-3-small
40872801,1,Does the paper report HIV sequences from patient samples?,5|29|28|42|14,"The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.2. Inclusion and Exclusion Criteria > 2.2.2. Exclusion Criteria|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 4. Discussion|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.4. Results of the Meta-Analysis",0.5123|0.4975|0.4830|0.4763|0.4704,text-embedding-3-small
40872801,10,What method was used for sequencing?,7|29|9|3|10,"The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.4. Data Extraction|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.6. Data Analysis|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.1. Search Strategy|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.6. Data Analysis",0.2982|0.2664|0.2639|0.2559|0.2544,text-embedding-3-small
40872801,11,What type of samples were sequenced?,7|5|26|19|28,"The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.4. Data Extraction|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.2. Inclusion and Exclusion Criteria > 2.2.2. Exclusion Criteria|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.5. Virological Failure|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.5. Virological Failure|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations",0.3540|0.3113|0.3051|0.3044|0.3009,text-embedding-3-small
40872801,12,How many individuals had samples obtained for HIV sequencing?,28|9|29|7|19,"The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.6. Data Analysis|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.4. Data Extraction|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.5. Virological Failure",0.5239|0.5077|0.5042|0.5015|0.4985,text-embedding-3-small
40872801,13,Were the patients in the study in a clinical trial?,13|11|7|4|6,"The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.3. Characteristics of Included Studies|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.1. Study Selection|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.4. Data Extraction|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.2. Inclusion and Exclusion Criteria > 2.2.1. Inclusion Criteria|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.3. Study Screening",0.4664|0.4543|0.4294|0.4238|0.4129,text-embedding-3-small
40872801,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,5|14|28|29|42,"The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.2. Inclusion and Exclusion Criteria > 2.2.2. Exclusion Criteria|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.4. Results of the Meta-Analysis|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 4. Discussion",0.5563|0.5514|0.5430|0.5405|0.5168,text-embedding-3-small
40872801,15,Which drug classes were received by individuals in the study before sample sequencing?,7|26|20|28|22,"The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.4. Data Extraction|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.5. Virological Failure|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.5. Virological Failure|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.5. Virological Failure",0.5204|0.4737|0.4465|0.4463|0.4427,text-embedding-3-small
40872801,16,Which drugs were received by individuals in the study before sample sequencing?,7|28|19|17|26,"The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.4. Data Extraction|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.5. Virological Failure|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.5. Virological Failure|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.5. Virological Failure",0.5181|0.4564|0.4320|0.4294|0.4247,text-embedding-3-small
40872801,2,Does the paper report in vitro drug susceptibility data?,7|44|30|28|9,"The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.4. Data Extraction|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 6. Limitations|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations > 3.6.1. Publication Bias Assessment for Drug Resistance Mutations|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.6. Data Analysis",0.5464|0.5299|0.5141|0.5058|0.4992,text-embedding-3-small
40872801,3,What were the GenBank accession numbers for sequenced HIV isolates?,34|7|26|28|20,"The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.7. HIV-1 Subtypes|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.4. Data Extraction|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.5. Virological Failure|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.5. Virological Failure",0.5096|0.4996|0.4872|0.4856|0.4853,text-embedding-3-small
40872801,4,What were the GenBank accession numbers for sequenced HIV isolates?,34|7|26|28|20,"The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.7. HIV-1 Subtypes|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.4. Data Extraction|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.5. Virological Failure|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.5. Virological Failure",0.5096|0.4996|0.4872|0.4856|0.4853,text-embedding-3-small
40872801,5,From which countries were the sequenced samples obtained?,7|19|29|17|28,"The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.4. Data Extraction|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.5. Virological Failure|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.5. Virological Failure|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations",0.3982|0.3834|0.3834|0.3795|0.3744,text-embedding-3-small
40872801,6,From which countries were the sequenced samples obtained?,7|19|29|17|28,"The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.4. Data Extraction|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.5. Virological Failure|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.5. Virological Failure|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations",0.3982|0.3834|0.3834|0.3795|0.3744,text-embedding-3-small
40872801,7,From what years were the sequenced samples obtained?,7|29|17|28|19,"The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.4. Data Extraction|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.5. Virological Failure|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.5. Virological Failure",0.3971|0.3955|0.3888|0.3824|0.3769,text-embedding-3-small
