pmid,qid,question,chunk_ids,sections,scores
37498738,5,From which countries were the sequenced samples obtained?,7|5|20|2|19,Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > RESULTS > Study Design and Near Full-Length HIV-1 Proviral PCR and NGS|Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > METHODS > Single HIV-1 Genome Dilution and Amplification|Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > DISCUSSION|Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > METHODS > ESS and Peripheral Blood Mononuclear Cell Samples|Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > DISCUSSION,6.6061|5.1462|3.6917|3.6263|2.9853
37498738,6,From which countries were the sequenced samples obtained?,7|5|20|2|19,Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > RESULTS > Study Design and Near Full-Length HIV-1 Proviral PCR and NGS|Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > METHODS > Single HIV-1 Genome Dilution and Amplification|Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > DISCUSSION|Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > METHODS > ESS and Peripheral Blood Mononuclear Cell Samples|Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > DISCUSSION,6.6061|5.1462|3.6917|3.6263|2.9853
37498738,7,From what years were the sequenced samples obtained?,5|7|2|14|19,Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > METHODS > Single HIV-1 Genome Dilution and Amplification|Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > RESULTS > Study Design and Near Full-Length HIV-1 Proviral PCR and NGS|Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > METHODS > ESS and Peripheral Blood Mononuclear Cell Samples|Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > RESULTS > Cluster of Extremely Hypermutated Sequences in 2 Individuals Treated With DTG Monotherapy|Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > DISCUSSION,5.1462|4.9850|3.6263|2.9465|2.6572
37498738,8,Were samples cloned prior to sequencing?,7|1|2|21|10,Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > RESULTS > Study Design and Near Full-Length HIV-1 Proviral PCR and NGS|Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > Abstract|Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > METHODS > ESS and Peripheral Blood Mononuclear Cell Samples|Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > DISCUSSION|Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > RESULTS > Viral Diversity in DTG Monotherapy Group Does Not Increase Over ESS Period,3.7566|3.2246|2.4957|2.3424|2.2894
37498738,9,Which HIV genes were reported to have been sequenced?,19|15|5|2|11,Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > DISCUSSION|Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > RESULTS > Single Proviruses Carry DRMs Only on Defective Sequences|Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > METHODS > Single HIV-1 Genome Dilution and Amplification|Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > METHODS > ESS and Peripheral Blood Mononuclear Cell Samples|Absence of Proviral Human Immunodeficiency Virus (HIV) Type 1 Evolution in Early-Treated Individuals With HIV Switching to Dolutegravir Monotherapy During 48 Weeks > RESULTS > Viral Diversity in DTG Monotherapy Group Does Not Increase Over ESS Period,5.8904|5.3864|4.8325|3.3402|3.3278
37515095,1,Does the paper report HIV sequences from patient samples?,27|5|20|2|1,"High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > Data Availability Statement|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.3. Sequence Generation|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion > 4.1. Demographics of the HIV-1 Epidemic|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.1. Ethical Approval, Study Design, and Population|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > Abstract",5.1080|4.4249|3.9510|3.6774|2.7165
37515095,10,What method was used for sequencing?,5|8|18|13|2,"High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.3. Sequence Generation|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.6. Phylogenetic Analysis|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 3. Results > 3.4. Phylogenetic Analysis of Subtypes A6 and CRF02_AG|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 3. Results > 3.2. Drug Resistance Profiles|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.1. Ethical Approval, Study Design, and Population",6.8706|3.9118|2.7090|2.2045|0.9621
37515095,11,What type of samples were sequenced?,19|5|10|2|20,"High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.3. Sequence Generation|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 3. Results > 3.1. Demographic Characterization of Study Population|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.1. Ethical Approval, Study Design, and Population|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion > 4.1. Demographics of the HIV-1 Epidemic",2.8658|2.7586|2.5783|2.5250|1.9729
37515095,12,How many individuals had samples obtained for HIV sequencing?,5|2|20|12|24,"High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.3. Sequence Generation|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.1. Ethical Approval, Study Design, and Population|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion > 4.1. Demographics of the HIV-1 Epidemic|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 3. Results > 3.1. Demographic Characterization of Study Population|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion > 4.4. Limitations",6.3580|5.1515|4.6266|3.8385|3.3131
37515095,13,Were the patients in the study in a clinical trial?,21|13|2|20|7,"High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion > 4.2. High-Level Drug Resistance and Distinct DRMs between the Subtypes|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 3. Results > 3.2. Drug Resistance Profiles|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.1. Ethical Approval, Study Design, and Population|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion > 4.1. Demographics of the HIV-1 Epidemic|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.5. Drug Resistance Profiling",6.2833|5.1818|4.6157|4.3553|4.1482
37515095,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,18|13|20|26|7,High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 3. Results > 3.4. Phylogenetic Analysis of Subtypes A6 and CRF02_AG|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 3. Results > 3.2. Drug Resistance Profiles|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion > 4.1. Demographics of the HIV-1 Epidemic|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > Funding Statement|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.5. Drug Resistance Profiling,8.5253|6.8732|6.8582|5.4790|5.0484
37515095,15,Which drug classes were received by individuals in the study before sample sequencing?,26|3|21|5|13,High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > Funding Statement|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.2. Epidemiological Data|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion > 4.2. High-Level Drug Resistance and Distinct DRMs between the Subtypes|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.3. Sequence Generation|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 3. Results > 3.2. Drug Resistance Profiles,9.9672|6.7809|6.0752|5.4519|5.1965
37515095,16,Which drugs were received by individuals in the study before sample sequencing?,26|3|18|5|21,High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > Funding Statement|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.2. Epidemiological Data|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 3. Results > 3.4. Phylogenetic Analysis of Subtypes A6 and CRF02_AG|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.3. Sequence Generation|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion > 4.2. High-Level Drug Resistance and Distinct DRMs between the Subtypes,8.9572|6.7809|6.3376|5.4519|4.7571
37515095,2,Does the paper report in vitro drug susceptibility data?,22|18|27|5|13,High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion > 4.2. High-Level Drug Resistance and Distinct DRMs between the Subtypes|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 3. Results > 3.4. Phylogenetic Analysis of Subtypes A6 and CRF02_AG|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > Data Availability Statement|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.3. Sequence Generation|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 3. Results > 3.2. Drug Resistance Profiles,3.7122|3.3871|2.8404|2.6313|2.1836
37515095,3,What were the GenBank accession numbers for sequenced HIV isolates?,19|10|4|3|21,High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 3. Results > 3.1. Demographic Characterization of Study Population|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.2. Epidemiological Data|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.2. Epidemiological Data|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion > 4.2. High-Level Drug Resistance and Distinct DRMs between the Subtypes,3.7498|3.5186|3.3228|3.2399|3.1010
37515095,4,What were the GenBank accession numbers for sequenced HIV isolates?,19|10|4|3|21,High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 3. Results > 3.1. Demographic Characterization of Study Population|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.2. Epidemiological Data|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.2. Epidemiological Data|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion > 4.2. High-Level Drug Resistance and Distinct DRMs between the Subtypes,3.7498|3.5186|3.3228|3.2399|3.1010
37515095,5,From which countries were the sequenced samples obtained?,2|20|3|24|5,"High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.1. Ethical Approval, Study Design, and Population|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion > 4.1. Demographics of the HIV-1 Epidemic|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.2. Epidemiological Data|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion > 4.4. Limitations|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.3. Sequence Generation",5.5919|5.4987|4.9758|4.4356|3.7390
37515095,6,From which countries were the sequenced samples obtained?,2|20|3|24|5,"High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.1. Ethical Approval, Study Design, and Population|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion > 4.1. Demographics of the HIV-1 Epidemic|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.2. Epidemiological Data|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion > 4.4. Limitations|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.3. Sequence Generation",5.5919|5.4987|4.9758|4.4356|3.7390
37515095,7,From what years were the sequenced samples obtained?,10|2|24|5|19,"High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 3. Results > 3.1. Demographic Characterization of Study Population|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.1. Ethical Approval, Study Design, and Population|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion > 4.4. Limitations|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.3. Sequence Generation|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion",7.8901|5.5919|4.4356|3.7390|3.7005
37515095,8,Were samples cloned prior to sequencing?,5|8|2|23|21,"High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.3. Sequence Generation|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.6. Phylogenetic Analysis|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.1. Ethical Approval, Study Design, and Population|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion > 4.3. Evolutionary History of the HIV-1 Epidemic in Kazakhstan|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion > 4.2. High-Level Drug Resistance and Distinct DRMs between the Subtypes",6.3580|2.9472|2.5637|2.2622|2.2114
37515095,9,Which HIV genes were reported to have been sequenced?,20|3|10|18|19,High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion > 4.1. Demographics of the HIV-1 Epidemic|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 2. Materials and Methods > 2.2. Epidemiological Data|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 3. Results > 3.1. Demographic Characterization of Study Population|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 3. Results > 3.4. Phylogenetic Analysis of Subtypes A6 and CRF02_AG|High-Level Drug-Resistant Mutations among HIV-1 Subtype A6 and CRF02_AG in Kazakhstan > 4. Discussion,6.0948|5.5771|4.6471|4.4835|3.6540
37515146,1,Does the paper report HIV sequences from patient samples?,18|2|20|3|1,"Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 4. Discussion|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.1. Study Design, Sites, and Population|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 4. Discussion|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.2. Selection Criteria|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > Abstract",5.1272|4.4496|4.0642|3.8024|3.1076
37515146,10,What method was used for sequencing?,7|10|9|20|6,"Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.6. Sequence Analysis for HIVDR Profiling, Drug Efficacy, and Subtyping|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 3. Results > 3.2. Genetic Diversity|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 3. Results > 3.1. General Characteristics|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 4. Discussion|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.5. Genotypic Resistance Test",4.6178|3.1121|3.0856|2.9985|2.8750
37515146,11,What type of samples were sequenced?,6|10|3|9|7,"Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.5. Genotypic Resistance Test|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 3. Results > 3.2. Genetic Diversity|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.2. Selection Criteria|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 3. Results > 3.1. General Characteristics|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.6. Sequence Analysis for HIVDR Profiling, Drug Efficacy, and Subtyping",5.4790|4.1604|3.5163|3.1670|2.6105
37515146,12,How many individuals had samples obtained for HIV sequencing?,3|1|20|9|10,Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.2. Selection Criteria|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > Abstract|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 4. Discussion|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 3. Results > 3.1. General Characteristics|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 3. Results > 3.2. Genetic Diversity,5.6822|5.6786|4.6941|4.5771|4.4209
37515146,13,Were the patients in the study in a clinical trial?,4|2|3|16|7,"Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.3. Data Collection|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.1. Study Design, Sites, and Population|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.2. Selection Criteria|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 4. Discussion|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.6. Sequence Analysis for HIVDR Profiling, Drug Efficacy, and Subtyping",7.5103|6.1048|5.7942|4.3572|4.1659
37515146,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,10|1|2|11|3,"Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 3. Results > 3.2. Genetic Diversity|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > Abstract|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.1. Study Design, Sites, and Population|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 3. Results > 3.3. Genotypic Resistance Profile|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.2. Selection Criteria",5.3741|5.0328|4.8185|4.7554|4.4574
37515146,15,Which drug classes were received by individuals in the study before sample sequencing?,2|17|20|3|1,"Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.1. Study Design, Sites, and Population|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 4. Discussion|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 4. Discussion|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.2. Selection Criteria|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > Abstract",9.0168|6.4245|6.3450|6.2269|6.1412
37515146,16,Which drugs were received by individuals in the study before sample sequencing?,2|20|3|1|10,"Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.1. Study Design, Sites, and Population|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 4. Discussion|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.2. Selection Criteria|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > Abstract|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 3. Results > 3.2. Genetic Diversity",9.0168|5.4778|5.1722|5.0609|4.9170
37515146,2,Does the paper report in vitro drug susceptibility data?,19|4|7|20|17,"Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 4. Discussion|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.3. Data Collection|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.6. Sequence Analysis for HIVDR Profiling, Drug Efficacy, and Subtyping|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 4. Discussion|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 4. Discussion",4.1458|3.2554|2.8667|2.7799|2.1643
37515146,3,What were the GenBank accession numbers for sequenced HIV isolates?,23|6|3|2|22,"Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > Data Availability Statement|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.5. Genotypic Resistance Test|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.2. Selection Criteria|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.1. Study Design, Sites, and Population|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > Funding Statement",15.1412|4.5523|2.9067|2.8194|2.4221
