pmid,qid,question,chunk_ids,sections,scores,embedding_model
37340869,1,Does the paper report HIV sequences from patient samples?,24|6|25|20|9,"Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Supplementary Data|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Factors Explored for Association With Virologic Failure|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Notes|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > DISCUSSION|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Statistical Analysis",0.4110|0.3990|0.3960|0.3890|0.3760,text-embedding-3-small
37340869,10,What method was used for sequencing?,6|2|8|21|9,"Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Factors Explored for Association With Virologic Failure|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Abstract > Methods|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Statistical Analysis|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > DISCUSSION|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Statistical Analysis",0.2740|0.2740|0.2514|0.2511|0.2487,text-embedding-3-small
37340869,11,What type of samples were sequenced?,25|6|10|2|24,"Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Notes|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Factors Explored for Association With Virologic Failure|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > RESULTS > Participants|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Abstract > Methods|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Supplementary Data",0.3119|0.2916|0.2910|0.2834|0.2730,text-embedding-3-small
37340869,12,How many individuals had samples obtained for HIV sequencing?,10|6|16|20|9,"Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > RESULTS > Participants|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Factors Explored for Association With Virologic Failure|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > RESULTS > Risk of CVF According to Combinations of Baseline and Postbaseline Factors|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > DISCUSSION|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Statistical Analysis",0.4703|0.4699|0.4412|0.4362|0.4298,text-embedding-3-small
37340869,13,Were the patients in the study in a clinical trial?,2|5|25|8|20,"Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Abstract > Methods|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Study Population|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Notes|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Statistical Analysis|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > DISCUSSION",0.4516|0.4507|0.4452|0.4149|0.4115,text-embedding-3-small
37340869,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,20|6|5|1|25,"Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > DISCUSSION|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Factors Explored for Association With Virologic Failure|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Study Population|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Abstract > Background|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Notes",0.4913|0.4769|0.4572|0.4412|0.4343,text-embedding-3-small
37340869,15,Which drug classes were received by individuals in the study before sample sequencing?,2|6|20|10|8,"Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Abstract > Methods|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Factors Explored for Association With Virologic Failure|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > DISCUSSION|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > RESULTS > Participants|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Statistical Analysis",0.4786|0.4695|0.4435|0.4355|0.4252,text-embedding-3-small
37340869,16,Which drugs were received by individuals in the study before sample sequencing?,2|6|25|20|10,"Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Abstract > Methods|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Factors Explored for Association With Virologic Failure|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Notes|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > DISCUSSION|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > RESULTS > Participants",0.4661|0.4458|0.4248|0.4222|0.4104,text-embedding-3-small
37340869,2,Does the paper report in vitro drug susceptibility data?,24|6|2|20|25,"Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Supplementary Data|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Factors Explored for Association With Virologic Failure|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Abstract > Methods|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > DISCUSSION|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Notes",0.4468|0.4300|0.4103|0.4090|0.3797,text-embedding-3-small
37340869,3,What were the GenBank accession numbers for sequenced HIV isolates?,6|20|21|16|10,"Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Factors Explored for Association With Virologic Failure|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > DISCUSSION|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > DISCUSSION|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > RESULTS > Risk of CVF According to Combinations of Baseline and Postbaseline Factors|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > RESULTS > Participants",0.4876|0.4506|0.4359|0.4057|0.4029,text-embedding-3-small
37340869,4,What were the GenBank accession numbers for sequenced HIV isolates?,6|20|21|16|10,"Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Factors Explored for Association With Virologic Failure|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > DISCUSSION|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > DISCUSSION|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > RESULTS > Risk of CVF According to Combinations of Baseline and Postbaseline Factors|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > RESULTS > Participants",0.4876|0.4506|0.4359|0.4057|0.4029,text-embedding-3-small
37340869,5,From which countries were the sequenced samples obtained?,6|25|24|10|2,"Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Factors Explored for Association With Virologic Failure|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Notes|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Supplementary Data|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > RESULTS > Participants|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Abstract > Methods",0.3531|0.3526|0.3489|0.3144|0.2937,text-embedding-3-small
37340869,6,From which countries were the sequenced samples obtained?,6|25|24|10|2,"Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Factors Explored for Association With Virologic Failure|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Notes|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Supplementary Data|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > RESULTS > Participants|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Abstract > Methods",0.3531|0.3526|0.3489|0.3144|0.2937,text-embedding-3-small
37340869,7,From what years were the sequenced samples obtained?,2|6|24|25|9,"Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Abstract > Methods|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Factors Explored for Association With Virologic Failure|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Supplementary Data|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Notes|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Statistical Analysis",0.3246|0.3192|0.3063|0.2905|0.2840,text-embedding-3-small
37340869,8,Were samples cloned prior to sequencing?,6|24|2|9|25,"Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Factors Explored for Association With Virologic Failure|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Supplementary Data|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Abstract > Methods|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Statistical Analysis|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > Notes",0.2877|0.2870|0.2677|0.2593|0.2527,text-embedding-3-small
37340869,9,Which HIV genes were reported to have been sequenced?,6|20|16|9|21,"Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Factors Explored for Association With Virologic Failure|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > DISCUSSION|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > RESULTS > Risk of CVF According to Combinations of Baseline and Postbaseline Factors|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > METHODS > Statistical Analysis|Expanded Multivariable Models to Assist Patient Selection for Long-Acting Cabotegravir + Rilpivirine Treatment: Clinical Utility of a Combination of Patient, Drug Concentration, and Viral Factors Associated With Virologic Failure > DISCUSSION",0.4804|0.4241|0.4134|0.3858|0.3854,text-embedding-3-small
37358226,1,Does the paper report HIV sequences from patient samples?,2|3|10|9|1,Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > METHODS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > METHODS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > DISCUSSION|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > DISCUSSION|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > Abstract,0.3852|0.3765|0.3653|0.3594|0.3588,text-embedding-3-small
37358226,10,What method was used for sequencing?,3|2|10|4|8,Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > METHODS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > METHODS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > DISCUSSION|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > RESULTS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > DISCUSSION,0.2496|0.2319|0.2317|0.2122|0.1979,text-embedding-3-small
37358226,11,What type of samples were sequenced?,2|3|10|4|1,Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > METHODS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > METHODS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > DISCUSSION|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > RESULTS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > Abstract,0.2777|0.2753|0.2554|0.2328|0.2156,text-embedding-3-small
37358226,12,How many individuals had samples obtained for HIV sequencing?,2|1|3|4|5,Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > METHODS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > Abstract|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > METHODS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > RESULTS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > RESULTS,0.4541|0.4252|0.4229|0.4218|0.4022,text-embedding-3-small
37358226,13,Were the patients in the study in a clinical trial?,2|4|5|6|10,Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > METHODS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > RESULTS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > RESULTS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > RESULTS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > DISCUSSION,0.3755|0.3538|0.3453|0.3450|0.3429,text-embedding-3-small
37358226,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,5|9|7|2|1,Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > RESULTS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > DISCUSSION|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > DISCUSSION|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > METHODS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > Abstract,0.4715|0.4625|0.4610|0.4609|0.4562,text-embedding-3-small
37358226,15,Which drug classes were received by individuals in the study before sample sequencing?,4|2|3|6|5,Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > RESULTS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > METHODS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > METHODS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > RESULTS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > RESULTS,0.4075|0.3908|0.3777|0.3612|0.3598,text-embedding-3-small
37358226,16,Which drugs were received by individuals in the study before sample sequencing?,2|4|3|10|5,Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > METHODS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > RESULTS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > METHODS|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > DISCUSSION|Two-Year Outcomes of Treatment-Experienced Adults After Programmatic Transitioning to Dolutegravir: Longitudinal Data From the VICONEL Human Immunodeficiency Virus Cohort in Lesotho > RESULTS,0.4046|0.4025|0.3834|0.3709|0.3611,text-embedding-3-small
