PMID,QID,question,evidence,rationale,answer
37042390,9,Which HIV genes were reported to have been sequenced?,The paper mentions that amplification of complete PR (codons 1 to 99) and partial RT (codons 1 to 256) regions of the pol gene was performed.,The paper mentions that the PR and RT genes were sequenced.,"PR, RT"
37042390,10,What method was used for sequencing?,The paper mentions that sequencing was done by a third-party commercial organization (Medauxin) using an Applied Biosystem 3730xl DNA Analyzer.,"The paper does not mention the sequencing method, but the use of an Applied Biosystem 3730xl DNA Analyzer suggests that Sanger sequencing was used.",Sanger sequencing
37042390,11,What type of samples were sequenced?,"The paper mentions that whole blood was collected from patients into EDTA tubes and used for CD4 estimation; in parallel, plasma was separated following centrifugation at 2000 rpm at 4°C for 10 min and stored at −80°C until viral RNA isolation.",The paper mentions that whole blood and plasma were used for sequencing.,"Whole blood, Plasma"
37042390,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper mentions that 13 patients did not attain virological suppression at 12 months.,"The paper mentions that 13 patients did not attain virological suppression at 12 months, which implies that these patients were on a treatment regimen.",Yes
37042390,13,Were the patients in the study in a clinical trial?,The paper mentions that the study was an observational study.,"The paper mentions that the study was an observational study, which implies that the patients were not in a clinical trial.",No
37042390,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper mentions that all patients had previously received second-line ART.,"The paper mentions that all patients had previously received second-line ART, which implies that they had previously received ARV drugs.",Yes
37042390,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper mentions that all patients had previously received second-line ART, which included NRTIs, NNRTIs, and PIs.","The paper mentions that all patients had previously received second-line ART, which included NRTIs, NNRTIs, and PIs.","NRTIs, NNRTIs, PIs"
37042390,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper mentions that all patients had previously received second-line ART, which included NRTIs, NNRTIs, and PIs.","The paper mentions that all patients had previously received second-line ART, which included NRTIs, NNRTIs, and PIs.","NRTIs, NNRTIs, PIs"
37052343,1,Does the paper report HIV sequences from patient samples?,"The paper states that ""We included all ART-naive adults aged ≥18 years who started ART between 1 January 2014 and 31 December 2020, from 17 of 19 cohorts."" and ""Participants had a CD4 ^+^ T-cell count measured and a detectable plasma HIV-1 RNA value at ART initiation and a minimum follow-up time of 36 weeks.""","The paper mentions that participants had a CD4 ^+^ T-cell count measured and a detectable plasma HIV-1 RNA value at ART initiation, which suggests that the study involved collecting samples from patients.",Yes
37052343,2,Does the paper report in vitro drug susceptibility data?,The paper does not mention any in vitro drug susceptibility data.,"The paper focuses on the virological outcomes of patients starting antiretroviral treatment, but it does not report any in vitro drug susceptibility data.",No
37052343,3,Were sequences from the paper made publicly available?,The paper does not mention any GenBank accession numbers or provide information on whether the sequences were made publicly available.,The paper does not provide any information on whether the sequences were deposited in public repositories.,Not reported
37052343,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not mention any GenBank accession numbers.,The paper does not provide any information on GenBank accession numbers.,Not reported
37052343,5,How many individuals had samples obtained for HIV sequencing?,"The paper states that ""We included 4310 eligible ART-naive participants.""","The paper mentions that 4310 participants were included in the study, which suggests that samples were obtained from these individuals.",4310
37052343,6,From which countries were the sequenced samples obtained?,"The paper mentions that the participants were from 17 of 19 cohorts, but it does not specify the countries where the samples were obtained.",The paper does not provide any information on the countries where the samples were obtained.,Not reported
37052343,7,From what years were the sequenced samples obtained?,The paper states that the participants started ART between 1 January 2014 and 31 December 2020.,"The paper provides the start and end dates of the study period, which suggests that the samples were obtained during this time.",2014-2020
37052343,8,Were samples cloned prior to sequencing?,The paper does not mention any cloning methods or provide information on whether the samples were cloned prior to sequencing.,The paper does not provide any information on cloning methods.,Not reported
37052343,9,Which HIV genes were reported to have been sequenced?,"The paper mentions that the participants had a detectable plasma HIV-1 RNA value at ART initiation, which suggests that the study involved sequencing the HIV-1 RNA.",The paper does not provide any information on the specific HIV genes that were sequenced.,Not reported
37052343,10,What method was used for sequencing?,The paper does not mention any sequencing methods.,The paper does not provide any information on the sequencing methods used.,Not reported
37052343,11,What type of samples were sequenced?,"The paper mentions that the participants had a detectable plasma HIV-1 RNA value at ART initiation, which suggests that the study involved sequencing plasma samples.",The paper does not provide any information on the specific type of samples that were sequenced.,Plasma
37052343,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper states that the participants were ART-naive, which suggests that they did not have virological failure on a treatment regimen.","The paper mentions that the participants were ART-naive, which suggests that they did not have virological failure on a treatment regimen.",No
37052343,13,Were the patients in the study in a clinical trial?,"The paper mentions that the study was a prospective cohort study, which suggests that it was not a clinical trial.",The paper does not provide any information on clinical trials.,No
37052343,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper states that the participants were ART-naive, which suggests that they had not previously received ARV drugs.","The paper mentions that the participants were ART-naive, which suggests that they had not previously received ARV drugs.",No
37052343,15,Which drug classes were received by individuals in the study before sample sequencing?,The paper does not mention any drug classes or specific drugs that the participants received before sample sequencing.,The paper does not provide any information on the drug classes or specific drugs that the participants received.,None
37052343,16,Which drugs were received by individuals in the study before sample sequencing?,The paper does not mention any specific drugs that the participants received before sample sequencing.,The paper does not provide any information on the specific drugs that the participants received.,None
37071019,1,Does the paper report HIV sequences from patient samples?,"The paper describes the production of recombinant HIV-1 integrase proteins, including those with the G118R and R263K substitutions, using site-directed mutagenesis and purification via Ni-NTA agarose beads. The authors also mention the use of 293T cells for virus production.","The paper does not report HIV sequences from patient samples, but rather describes the production of recombinant HIV-1 integrase proteins and viruses in the laboratory.",No
37071019,2,Does the paper report in vitro drug susceptibility data?,The paper describes the use of TZM-bl reporter cells to measure the infectivity and resistance of HIV-1 viruses with the G118R and R263K substitutions to dolutegravir (DTG) and bictegravir (BIC). The authors also mention the use of a single-round infection assay to measure the resistance of the viruses to DTG and BIC.,"The paper reports in vitro drug susceptibility data, specifically the resistance of HIV-1 viruses with the G118R and R263K substitutions to DTG and BIC.",Yes
37071019,3,Were sequences from the paper made publicly available?,The paper does not mention the deposition of sequences in public repositories such as GenBank or the SRA.,The paper does not report the deposition of sequences in public repositories.,No
37071019,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not mention GenBank accession numbers for sequenced HIV isolates.,The paper does not report GenBank accession numbers for sequenced HIV isolates.,Not reported
37071019,5,How many individuals had samples obtained for HIV sequencing?,The paper does not mention the number of individuals from whom samples were obtained for HIV sequencing.,The paper does not report the number of individuals from whom samples were obtained for HIV sequencing.,Not reported
37071019,6,From which countries were the sequenced samples obtained?,The paper does not mention the country of origin for the sequenced samples.,The paper does not report the country of origin for the sequenced samples.,Not reported
37071019,7,From what years were the sequenced samples obtained?,The paper does not mention the year of sample collection.,The paper does not report the year of sample collection.,Not reported
37071019,8,Were samples cloned prior to sequencing?,The paper describes the use of site-directed mutagenesis to introduce the G118R and R263K substitutions into the HIV-1 integrase gene.,"The paper reports the use of site-directed mutagenesis to introduce the G118R and R263K substitutions into the HIV-1 integrase gene, which implies that the samples were cloned prior to sequencing.",Yes
37071019,9,Which HIV genes were reported to have been sequenced?,The paper focuses on the HIV-1 integrase gene and its interactions with the G118R and R263K substitutions.,The paper reports the sequencing of the HIV-1 integrase gene and its interactions with the G118R and R263K substitutions.,IN
37071019,10,What method was used for sequencing?,The paper does not mention the sequencing method used.,The paper does not report the sequencing method used.,Not reported
37071019,11,What type of samples were sequenced?,The paper does not mention the type of samples used for sequencing.,The paper does not report the type of samples used for sequencing.,Not reported
37071019,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper does not mention the treatment history of the individuals from whom samples were obtained.,The paper does not report the treatment history of the individuals from whom samples were obtained.,Not applicable
37071019,13,Were the patients in the study in a clinical trial?,The paper does not mention the study design or the participation of patients in a clinical trial.,The paper does not report the study design or the participation of patients in a clinical trial.,Not applicable
37071019,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper does not mention the treatment history of the individuals from whom samples were obtained.,The paper does not report the treatment history of the individuals from whom samples were obtained.,No
37071019,15,Which drug classes were received by individuals in the study before sample sequencing?,The paper does not mention the treatment history of the individuals from whom samples were obtained.,The paper does not report the treatment history of the individuals from whom samples were obtained.,None
37071019,16,Which drugs were received by individuals in the study before sample sequencing?,The paper does not mention the treatment history of the individuals from whom samples were obtained.,The paper does not report the treatment history of the individuals from whom samples were obtained.,None
37085698,1,Does the paper report HIV sequences from patient samples?,"This is a cross-sectional health facility-based study involving drug-naive HIV-1 infected study participants. Study participants who were asymptomatic at the time of recruitment, above the age of 18, and willing to take part in the study were sequentially enrolled. This research did not include pregnant women, those with known chronic conditions, or anyone who had ever used ART. For detailed patients screening and enrollment, please refer to our previous publication. Accordingly, forty-nine volunteered adult (≥ 18 years old) study participants from voluntary VCT centers in Addis Ababa were consecutively enrolled in this study from June to December 2018. Blood samples (10 ml) were collected at the time of HIV diagnosis before initiation of ART for genotypic assay of the IN gene region from these participants using an EDTA tube.",The paper reports that blood samples were collected from 49 newly diagnosed drug-naive HIV-1 infected individuals in Addis-Ababa during the period between June to December 2018. The IN region covering the first 263 codons of blood samples was amplified and sequenced using an in-house assay.,Yes
37085698,2,Does the paper report in vitro drug susceptibility data?,"The susceptibility of HIV to ARV drugs was determined using the HIVdb program (http://hivdb.stanford.edu). All sequences were thoroughly examined for the presence of primary mutations, nonpolymorphic [NoP] and polymorphic mutations associated with resistance to INSTI.",The paper uses the HIVdb program to assess the drug resistance mutations and determine the susceptibility of HIV to ARV drugs.,Yes
37085698,3,Were sequences from the paper made publicly available?,All isolates are deposited in GenBank with accession numbers from MW560010 to MW560058.,The paper states that all isolates are deposited in GenBank with accession numbers from MW560010 to MW560058.,Yes
37085698,4,What were the GenBank accession numbers for sequenced HIV isolates?,All isolates are deposited in GenBank with accession numbers from MW560010 to MW560058.,The paper states that all isolates are deposited in GenBank with accession numbers from MW560010 to MW560058.,MW560010 to MW560058
37085698,5,How many individuals had samples obtained for HIV sequencing?,Forty-nine volunteered adult (≥ 18 years old) study participants from voluntary VCT centers in Addis Ababa were consecutively enrolled in this study from June to December 2018.,The paper states that 49 individuals were enrolled in the study.,49
37085698,6,From which countries were the sequenced samples obtained?,"The study was conducted in Addis Ababa, Ethiopia.","The paper states that the study was conducted in Addis Ababa, Ethiopia.",Ethiopia
37085698,7,From what years were the sequenced samples obtained?,The study was conducted from June to December 2018.,The paper states that the study was conducted from June to December 2018.,2018
37085698,8,Were samples cloned prior to sequencing?,"The DNA product from the first round PCR was then re-amplified by a nested PCR. This nested PCR was carried out in another 50 µL reaction mix utilizing 1 µL of the first-round PCR product, 1 µL of each inner primer (HIVpcr For2 and HIVpcr Rev2; Table ​ Table1), 1 ), 31.8 µL of nuclease‐free water, 10 µL of 5X GoTaq buffer, 4 µL of 25 mM MgCl ~2~, 1 µL of 10 mM dNTPs, and 0.2 µL of GoTaq polymerase (Promega, USA).","The paper describes a nested PCR, which is a cloning method.",Yes
37085698,9,Which HIV genes were reported to have been sequenced?,The IN region covering the first 263 codons of blood samples was amplified and sequenced using an in-house assay.,The paper states that the IN region was sequenced.,IN
37085698,10,What method was used for sequencing?,"The purified amplicons were then sequenced with Sanger DNA sequencing using the BigDye Terminator v3.1 Cycle Sequencing Kit (Applied Biosystems), and run on the ABI PRISM® 3500 xL automated Genetic Analyzer.",The paper states that Sanger DNA sequencing was used.,Sanger sequencing
37085698,11,What type of samples were sequenced?,Blood samples (10 ml) were collected at the time of HIV diagnosis before initiation of ART for genotypic assay of the IN gene region from these participants using an EDTA tube.,The paper states that blood samples were collected.,Plasma
37085698,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The study participants were drug-naive HIV-1 infected individuals.,The paper states that the study participants were drug-naive.,No
37085698,13,Were the patients in the study in a clinical trial?,The study was a cross-sectional health facility-based study involving drug-naive HIV-1 infected study participants.,"The paper describes a cross-sectional study, which is not a clinical trial.",No
37085698,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The study participants were drug-naive HIV-1 infected individuals.,The paper states that the study participants were drug-naive.,No
37085698,15,Which drug classes were received by individuals in the study before sample sequencing?,The study participants were drug-naive HIV-1 infected individuals.,The paper states that the study participants were drug-naive.,None
37085698,16,Which drugs were received by individuals in the study before sample sequencing?,The study participants were drug-naive HIV-1 infected individuals.,The paper states that the study participants were drug-naive.,None
37104815,1,Does the paper report HIV sequences from patient samples?,"The paper states that ""Sanger and ultra-deep sequencing (UDS) were performed on the HIV-1 genome (Illumina technology) according to the ANRS consensus."" and ""Resistance was retrospectively evaluated for participants with VF (pVL >50 copies/mL, confirmed within 4 weeks), numbering six and four in the 4/7 and 7/7 days groups, respectively, at failure in RNA samples (on the confirmed test), and at D0 in DNA samples.""","The paper mentions that Sanger and ultra-deep sequencing were performed on the HIV-1 genome, which implies that the sequences were obtained from patient samples. Additionally, the paper mentions that resistance was evaluated for participants with virological failure (VF), which suggests that the sequences were obtained from patient samples.",Yes
37104815,2,Does the paper report in vitro drug susceptibility data?,"The paper mentions that ""Sanger and ultra-deep sequencing (UDS) were performed for the reverse transcriptase (RT), protease (PR) and integrase (INT) regions, according to the Agence Nationale de Recherche sur le SIDA et les Maladies Infectieuses Emergentes (ANRS-MIE) consensus, using Illumina technology (Illumina, San Diego, CA, USA)."" and ""We also analysed sequences with the Stanford algorithm (https://hivdb.stanford.edu/).""","The paper mentions that Sanger and ultra-deep sequencing were performed for the RT, PR, and INT regions, which suggests that the sequences were used to evaluate drug susceptibility. Additionally, the paper mentions that the sequences were analyzed using the Stanford algorithm, which is a tool for evaluating drug susceptibility.",Yes
37104815,3,Were sequences from the paper made publicly available?,The paper does not mention that the sequences were made publicly available.,The paper does not mention that the sequences were deposited in a public repository such as GenBank or SRA.,No
37104815,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not mention GenBank accession numbers.,The paper does not provide any information about GenBank accession numbers.,Not reported
37104815,5,How many individuals had samples obtained for HIV sequencing?,"The paper mentions that ""At W48, all participants on standard continuous triple therapy with virological suppression had their treatment switched to the intermittent strategy, and all participants were followed for an additional 48 weeks, until W96. Adults with plasma VL <50 copies/mL for >12 months and no resistance mutations to current ART (cART) were randomly assigned (1:1), with stratification by third agent class.""","The paper mentions that all participants on standard continuous triple therapy with virological suppression had their treatment switched to the intermittent strategy, which implies that all participants had samples obtained for HIV sequencing.",121
37104815,6,From which countries were the sequenced samples obtained?,"The paper mentions that ""The study was registered in ClinicalTrials.gov (NCT03256422) and EudraCT (2017-000040-17).""","The paper mentions that the study was registered in ClinicalTrials.gov and EudraCT, which suggests that the study was conducted in multiple countries.",Not reported
37104815,7,From what years were the sequenced samples obtained?,"The paper mentions that ""Participants were screened from 7 September 2017 to 22 January 2018, and the W48 analysis included data collected up to 4 April 2019.""","The paper mentions that participants were screened from 2017 to 2018, which implies that the sequenced samples were obtained during this time period.",2017-2019
37104815,8,Were samples cloned prior to sequencing?,"The paper mentions that ""Sanger and ultra-deep sequencing (UDS) were performed on the HIV-1 genome (Illumina technology) according to the ANRS consensus.""","The paper mentions that Sanger and ultra-deep sequencing were performed, which implies that the samples were not cloned prior to sequencing.",No
37104815,9,Which HIV genes were reported to have been sequenced?,"The paper mentions that ""Sanger and ultra-deep sequencing (UDS) were performed for the reverse transcriptase (RT), protease (PR) and integrase (INT) regions, according to the Agence Nationale de Recherche sur le SIDA et les Maladies Infectieuses Emergentes (ANRS-MIE) consensus, using Illumina technology (Illumina, San Diego, CA, USA).""","The paper mentions that Sanger and ultra-deep sequencing were performed for the RT, PR, and INT regions, which implies that these genes were sequenced.","RT, PR, and INT"
37104815,10,What method was used for sequencing?,"The paper mentions that ""Sanger and ultra-deep sequencing (UDS) were performed on the HIV-1 genome (Illumina technology) according to the ANRS consensus.""","The paper mentions that Sanger and ultra-deep sequencing were performed using Illumina technology, which implies that the sequencing method was next-generation sequencing (NGS).",NGS
37104815,11,What type of samples were sequenced?,"The paper mentions that ""Blood plasma samples for ultra-sensitive plasma VL (USpVL) were collected at D0, W4, W12, W24, W36 and W48.""","The paper mentions that blood plasma samples were collected, which implies that the samples were plasma.",Plasma
37104815,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper mentions that ""Resistance was retrospectively evaluated for participants with VF (pVL >50 copies/mL, confirmed within 4 weeks), numbering six and four in the 4/7 and 7/7 days groups, respectively, at failure in RNA samples (on the confirmed test), and at D0 in DNA samples.""","The paper mentions that resistance was evaluated for participants with virological failure (VF), which implies that sequences were obtained from individuals with virological failure on a treatment regimen.",Yes
37104815,13,Were the patients in the study in a clinical trial?,"The paper mentions that ""The trial was sponsored and funded by the ANRS | Emerging Infectious Diseases.""","The paper mentions that the trial was sponsored and funded by the ANRS, which implies that the study was a clinical trial.",Yes
37104815,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper mentions that ""Adults with plasma VL <50 copies/mL for >12 months and no resistance mutations to current ART (cART) were randomly assigned (1:1), with stratification by third agent class.""","The paper mentions that the participants had been on current ART for >12 months, which implies that they had previously received ARV drugs.",Yes
37104815,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper mentions that ""The cART regimens were based on INSTIs for 47.1%, NNRTIs for 47.1% and PIs for 5.8% of participants.""","The paper mentions that the cART regimens were based on INSTIs, NNRTIs, and PIs, which implies that these drug classes were received by individuals in the study before sample sequencing.","INSTIs, NNRTIs, and PIs"
37104815,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper mentions that ""The cART regimens were based on INSTIs for 47.1%, NNRTIs for 47.1% and PIs for 5.8% of participants.""","The paper mentions that the cART regimens were based on INSTIs, NNRTIs, and PIs, which implies that these drugs were received by individuals in the study before sample sequencing.","INSTIs, NNRTIs, and PIs"
37112971,1,Does the paper report HIV sequences from patient samples?,"We analyzed sequences and linked demographic, clinical, and epidemiological data uploaded to the RuHIV database from 4481 treatment-naïve HIV-infected patients. The sequences covered the HIV-1 protease (PR), and part of the reverse transcriptase (RT) was available for all patients; additionally, sequences covering the HIV-1 integrase (INT) were available for 844 of them.","The paper mentions that the sequences were obtained from treatment-naïve HIV-infected patients, which implies that the sequences were generated from patient samples.",Yes
37112971,2,Does the paper report in vitro drug susceptibility data?,"The DR level was classified according to the Stanford Penalty Score as high (60), intermediate (30--59), or low (15--29) to: nucleoside reverse transcriptase inhibitors (NRTIs), non-nucleoside reverse transcriptase inhibitors (NNRTIs), protease inhibitors (PIs), and integrase strand transfer inhibitors (INSTIs).","The paper provides information on the classification of DR levels to different drug classes, which suggests that the paper reports in vitro drug susceptibility data.",Yes
37112971,3,Were sequences from the paper made publicly available?,The data presented in this study are available on request from the corresponding author. The data are not publicly available due to privacy policy of HIV Russian database.,"The paper states that the data are available on request from the corresponding author, but not publicly available due to privacy policy.",No
37112971,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported,The paper does not provide any GenBank accession numbers for sequenced HIV isolates.,Not reported
37112971,5,How many individuals had samples obtained for HIV sequencing?,We studied the genotype results of 4481 HIV-1-infected treatment-naïve patients from all Russian FDs.,The paper mentions that the study included 4481 treatment-naïve HIV-infected patients.,4481
37112971,6,From which countries were the sequenced samples obtained?,"The study was conducted in Russia, and the sequences were obtained from treatment-naïve HIV-infected patients from all Russian FDs.",The paper mentions that the study was conducted in Russia and that the sequences were obtained from treatment-naïve HIV-infected patients from all Russian FDs.,Russia
37112971,7,From what years were the sequenced samples obtained?,"The years of diagnosis based on first HIV-positive immune blotting ranged between 1997 and 2022, and blood sampling years ranged between 2006 and 2022.",The paper provides information on the range of years for diagnosis and blood sampling.,2006-2022
37112971,8,Were samples cloned prior to sequencing?,"Commercial genotyping kits (the AmpliSens ^®^ HIV-Resist-Seq kit (Central Research Institute of Epidemiology, Russia), the ViroSeq™ HIV-1 Genotyping System kit (Celera Diagnostics, Alameda, CA, USA)), and in-house methods were used for RNA extraction from the blood plasma samples and Sanger-based or NGS-based (with 20% detection threshold) sequencing of the HIV pol gene regions encoding the PR-RT (2253--3369 bp according to the HXB-2 strain, GenBank accession number K03455 ), and the INT (4230--5093 bp according to HXB-2, GenBank accession number K03455 ).","The paper mentions that commercial genotyping kits and in-house methods were used for RNA extraction and sequencing, which suggests that the samples were not cloned prior to sequencing.",No
37112971,9,Which HIV genes were reported to have been sequenced?,"The sequences covered the HIV-1 protease (PR), and part of the reverse transcriptase (RT) was available for all patients; additionally, sequences covering the HIV-1 integrase (INT) were available for 844 of them.","The paper mentions that the sequences covered the PR, RT, and INT genes.","PR, RT, and INT"
37112971,10,What method was used for sequencing?,"Commercial genotyping kits (the AmpliSens ^®^ HIV-Resist-Seq kit (Central Research Institute of Epidemiology, Russia), the ViroSeq™ HIV-1 Genotyping System kit (Celera Diagnostics, Alameda, CA, USA)), and in-house methods were used for RNA extraction from the blood plasma samples and Sanger-based or NGS-based (with 20% detection threshold) sequencing of the HIV pol gene regions encoding the PR-RT (2253--3369 bp according to the HXB-2 strain, GenBank accession number K03455 ), and the INT (4230--5093 bp according to HXB-2, GenBank accession number K03455 ).","The paper mentions that Sanger-based or NGS-based sequencing was used, which suggests that the sequencing method was either Sanger sequencing or NGS.",Sanger sequencing or NGS
37112971,11,What type of samples were sequenced?,RNA extraction from the blood plasma samples was used for sequencing.,The paper mentions that RNA extraction from blood plasma samples was used for sequencing.,Plasma
37112971,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The study included treatment-naïve HIV-infected patients.,"The paper mentions that the study included treatment-naïve HIV-infected patients, which implies that the sequences were not obtained from individuals with virological failure on a treatment regimen.",No
37112971,13,Were the patients in the study in a clinical trial?,Not reported,The paper does not provide any information on whether the patients were in a clinical trial.,Not reported
37112971,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The study included treatment-naïve HIV-infected patients.,"The paper mentions that the study included treatment-naïve HIV-infected patients, which implies that the sequences were not obtained from individuals who had previously received ARV drugs.",No
37112971,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,The paper does not provide any information on the drug classes received by the individuals in the study.,Not reported
37112971,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported,The paper does not provide any information on the specific drugs received by the individuals in the study.,Not reported
37147875,1,Does the paper report HIV sequences from patient samples?,"The patient was infected through homosexual contact and started on a dolutegravir (DTG) + emtricitabine (FTC) + tenofovir disoproxil fumarate (TDF) regimen 7 days after diagnosis. SBS of HIV-1 reverse transcriptase (RT), protease and integrase was performed before treatment initiation and revealed an S230R INSTI mutation.","The paper mentions that SBS was performed on the patient's HIV-1 RT, protease, and integrase genes before treatment initiation, which indicates that the study generated new HIV nucleotide sequences directly from clinical samples obtained from an individual with HIV.",Yes
37147875,2,Does the paper report in vitro drug susceptibility data?,"Pham *et al*., using an infectious molecular clone with the insertion of S230R by site-directed mutagenesis, showed that this mutation conferred a 63% reduction in integrase enzyme efficiency and a fold change in mean IC ~50~ of 3.85, 3.72, 1.52 and 1.21 for dolutegravir, cabotegravir, raltegravir (RAL) and elvitegravir (EVG), respectively, compared with virus lacking S230R.",The paper mentions a study by Pham et al. that used an infectious molecular clone with the S230R mutation to assess the effects of this mutation on integrase enzyme efficiency and in vitro susceptibility to various INSTIs. This indicates that the paper reports in vitro drug susceptibility data.,Yes
37147875,3,Were sequences from the paper made publicly available?,"NGS was done using the MiSeq platform (Illumina, San Diego, CA, USA) and the data were analysed with PASeq software at two cut-offs (20% and 1%).","The paper mentions that NGS was performed using the MiSeq platform, but it does not provide GenBank accession numbers or state that the sequences have been submitted to GenBank or another public database.",No
37147875,4,What were the GenBank accession numbers for sequenced HIV isolates?,"NGS was done using the MiSeq platform (Illumina, San Diego, CA, USA) and the data were analysed with PASeq software at two cut-offs (20% and 1%).",The paper does not provide GenBank accession numbers for the sequenced HIV isolates.,Not reported
37147875,5,How many individuals had samples obtained for HIV sequencing?,The patient was infected through homosexual contact and started on a dolutegravir (DTG) + emtricitabine (FTC) + tenofovir disoproxil fumarate (TDF) regimen 7 days after diagnosis.,"The paper mentions only one individual, the patient, who had samples obtained for HIV sequencing.",1
37147875,6,From which countries were the sequenced samples obtained?,The patient was infected through homosexual contact and started on a dolutegravir (DTG) + emtricitabine (FTC) + tenofovir disoproxil fumarate (TDF) regimen 7 days after diagnosis.,The paper does not provide information on the country where the sequenced samples were obtained.,Not reported
37147875,7,From what years were the sequenced samples obtained?,The patient was infected through homosexual contact and started on a dolutegravir (DTG) + emtricitabine (FTC) + tenofovir disoproxil fumarate (TDF) regimen 7 days after diagnosis.,"The paper mentions that the patient presented in April 2022, which indicates that the sequenced samples were obtained in 2022.",2022
37147875,8,Were samples cloned prior to sequencing?,"NGS was done using the MiSeq platform (Illumina, San Diego, CA, USA) and the data were analysed with PASeq software at two cut-offs (20% and 1%).","The paper mentions that NGS was performed without cloning, as it is a direct PCR or population-based sequencing method.",No
37147875,9,Which HIV genes were reported to have been sequenced?,"SBS of HIV-1 reverse transcriptase (RT), protease and integrase was performed before treatment initiation and revealed an S230R INSTI mutation.","The paper mentions that SBS was performed on the HIV-1 RT, protease, and integrase genes.","RT, PR, IN"
37147875,10,What method was used for sequencing?,"NGS was done using the MiSeq platform (Illumina, San Diego, CA, USA) and the data were analysed with PASeq software at two cut-offs (20% and 1%).","The paper mentions that NGS was performed using the MiSeq platform, which is a next-generation sequencing method.",NGS
37147875,11,What type of samples were sequenced?,The patient was infected through homosexual contact and started on a dolutegravir (DTG) + emtricitabine (FTC) + tenofovir disoproxil fumarate (TDF) regimen 7 days after diagnosis.,The paper does not provide information on the type of samples that were sequenced.,Not reported
37147875,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The patient was infected through homosexual contact and started on a dolutegravir (DTG) + emtricitabine (FTC) + tenofovir disoproxil fumarate (TDF) regimen 7 days after diagnosis.,"The paper mentions that the patient was on a treatment regimen, but it does not provide information on whether the sequences were obtained from individuals with virological failure.",No
37147875,13,Were the patients in the study in a clinical trial?,The study was supported by internal funding.,The paper does not provide information on whether the study was a clinical trial.,No
37147875,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The patient was infected through homosexual contact and started on a dolutegravir (DTG) + emtricitabine (FTC) + tenofovir disoproxil fumarate (TDF) regimen 7 days after diagnosis.,"The paper mentions that the patient was on a treatment regimen, which indicates that the individual had previously received ARV drugs.",Yes
37147875,15,Which drug classes were received by individuals in the study before sample sequencing?,The patient was infected through homosexual contact and started on a dolutegravir (DTG) + emtricitabine (FTC) + tenofovir disoproxil fumarate (TDF) regimen 7 days after diagnosis.,"The paper mentions that the patient was on a treatment regimen that included DTG, FTC, and TDF, which are INSTIs, NRTIs, and NRTIs, respectively.","INSTIs, NRTIs"
37147875,16,Which drugs were received by individuals in the study before sample sequencing?,The patient was infected through homosexual contact and started on a dolutegravir (DTG) + emtricitabine (FTC) + tenofovir disoproxil fumarate (TDF) regimen 7 days after diagnosis.,"The paper mentions that the patient was on a treatment regimen that included DTG, FTC, and TDF.","Dolutegravir, Emtricitabine, Tenofovir disoproxil fumarate"
37272233,1,Does the paper report HIV sequences from patient samples?,"The study included adults aged ≥19 years who were newly diagnosed with HIV infection between January 2010 and December 2020 at a 750-bed municipal hospital. Clinical data were retrospectively collected from electronic medical records. Data including demographics, comorbidities, and initial laboratory findings before or at the time of the first resistance test were collected.","The paper mentions that clinical data were collected from electronic medical records, which implies that the data were obtained from patient samples.",Yes
37272233,2,Does the paper report in vitro drug susceptibility data?,"The study used HIV drug resistance mutation sequencing by PCR (AB 3500xL Dx genetic analyzer, Applied biosystem, Waltham, MA, USA) for each ARV class (nucleoside reverse transcriptase inhibitor [NRTI], non-nucleoside reverse transcriptase inhibitor [NNRTI], protease inhibitor [PI], and integrase strand transfer inhibitor [INSTI]).","The paper mentions that the study used PCR for sequencing, which is a method for determining the susceptibility of HIV to antiretroviral drugs.",No
37272233,3,Were sequences from the paper made publicly available?,The paper does not provide GenBank accession numbers or mention that the sequences were deposited in public repositories.,The paper does not provide any information about making the sequences publicly available.,No
