PMID,QID,Question,Type,Category,Human Answer,GPT-4o base,GPT-4o base correct,GPT-4o FT,GPT-4o FT correct,Llama3.1-70B base,Llama3.1-70B base correct,Llama3.1-70B FT,Llama3.1-70B FT correct,Llama3.1-8B base,Llama3.1-8B base correct,Llama3.1-8B FT,Llama3.1-8B FT correct,is_not_empty
37495103,3,Were sequences from the paper made publicly available?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
37495103,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
37495103,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,271,271,1,271,1,271,1,271,1,271,1,271,1,True
37495103,6,From which countries were the sequenced samples obtained?,List,Demographics,Russia,Russia,1,Russia,1,Russia,1,Russia,1,No,0,Russia,1,True
37495103,7,From what years were the sequenced samples obtained?,List,Demographics,2018-2022,2018-2022,1,2018-2022,1,2018-2022,1,2018-2022,1,2018-2022,1,2018-2022,1,True
37495103,8,Were samples cloned prior to sequencing?,Boolean,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
37495103,9,Which HIV genes were reported to have been sequenced?,List,Technical,"PR, RT","Protease, PR; Reverse transcriptase, RT",1,"PR, RT",1,"Protease, PR; Reverse transcriptase, RT; Integrase, IN",0,"PR, RT",1,Protease and Reverse transcriptase,1,"PR, RT",1,True
37495103,10,What method was used for sequencing?,List,Technical,Sanger sequencing,Sanger sequencing,1,Sanger sequencing,1,No,0,Sanger sequencing,1,Sanger sequencing,1,Sanger sequencing,1,True
37495103,11,What type of samples were sequenced?,List,Technical,Plasma,Plasma,1,Plasma,1,Plasma,1,Plasma,1,Plasma,1,Plasma,1,True
37495103,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
37495103,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
37495103,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
37495103,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTI, NNRTI, PI, INSTI","NRTI, NNRTI",0,"NRTI, NNRTI, PI, INSTI",1,"NRTI, NNRTI, PI, INSTI",1,"NRTI, NNRTI",0,"NRTI, NNRTI, PI, INSTI",1,"NRTI, NNRTI, PI, INSTI",1,True
37495103,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"TDF, FTC, EFV, ABC, 3TC, DTG, LPV, Elsulfavirine, RAL, DRV, AZT","Tenofovir (TDF), Lamivudine (3TC), Efavirenz (EFV), Abacavir (ABC)",0,"Tenofovir (TDF), Lamivudine (3TC), Efavirenz (EFV), Abacavir (ABC), Dolutegravir (DTG), Lopinavir (LPV), Raltegravir (RAL), Darunavir (DRV), Elsulfavirine (ESV)",0,"Abacavir (ABC), Zidovudine (AZT), Lamivudine (3TC), Tenofovir (TFV), Nevirapine (NVP), Efavirenz (EFV), Lopinavir (LPV), Dolutegravir (DTG)",0,"TDF, 3TC, EFV, ABC, DTG, LPV/r, ETR",0,"Tenofovir (TDF), Lamivudine (3TC), Efavirenz (EFV), Abacavir (ABC), Ritonavir-boosted Lopinavir (LPV/r), Dolutegravir (DTG)",0,"ABC, 3TC, TDF, EFV, LPV/r, DTG, RAL, DOR, ETR, RPV",0,True
37498738,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
37498738,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
37498738,3,Were sequences from the paper made publicly available?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
37498738,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
37498738,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,43 or 101,43,1,43,1,43,1,101,1,101,1,101,1,True
37498738,6,From which countries were the sequenced samples obtained?,List,Demographics,Switzerland,No,0,Switzerland,1,No,0,Switzerland,1,No,0,Switzerland,1,True
37498738,7,From what years were the sequenced samples obtained?,List,Demographics,,No,1,No,1,No,1,No,1,No,1,No,1,False
37498738,8,Were samples cloned prior to sequencing?,Boolean,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
37498738,9,Which HIV genes were reported to have been sequenced?,List,Technical,NFLG,"Gag, Pol, Env",0,Near full length genome,1,"Protease, PR; Reverse transcriptase, RT; Integrase, IN; Envelope",0,Near full length genome,1,"gag, pol, and env",0,Near full-length genome,1,True
37498738,10,What method was used for sequencing?,List,Technical,"Sanger sequencing, Illumina sequencing",Illumina sequencing,0,NGS,0,Next-generation sequencing (NGS),0,Next-generation sequencing (NGS),0,Illumina sequencing,0,Illumina sequencing,0,True
37498738,11,What type of samples were sequenced?,List,Technical,PBMC,PBMC,1,PBMC,1,PBMC,1,PBMC,1,PBMC,1,PBMC,1,True
37498738,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
37498738,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
37498738,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
37498738,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTI, INSTI","NRTI, NNRTI, PI",0,"NRTI, NNRTI, PI, INSTI",0,"NRTI, NNRTI, PI, INST",0,No,0,"NRTI, NNRTI, PI, INSTI",0,"NRTI, NNRTI, PI, INSTI",0,True
37498738,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,DTG,No,0,DTG,1,Dolutegravir (DTG),1,No,0,"Abacavir (ABC), Zidovudine'(AZT), Zalcitabine (DDC), Didanosine (DDI), Lamivudine (3TC), Stavudine (D4T), Emtricitabine(FTC), Tenofovir (TFV), Nevirapine (NVP), Delavirdine (DLV), Efavirenz (EFV), Etravirine (ETR), Rilpivirine (RPV), Doravirine (DOR), Amprenavir (APV), Lopinavir'(LPV), Atazanavir (ATV), Derunavir (DRV), Raltegravir (RAL), Elvitegravir(EVG), Dolutagravir (DTG), Bictegravir (BIC), cabotagravir (CAB), Lenacapavir (LEN)",0,No,0,True
37515095,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
37515095,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
37515095,3,Were sequences from the paper made publicly available?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
37515095,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
37515095,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,968 or 1004,1004,1,968,1,0,0,968,1,1004,1,1004,1,True
37515095,6,From which countries were the sequenced samples obtained?,List,Demographics,Kazakhstan,Kazakhstan,1,Kazakhstan,1,Kazakhstan,1,Kazakhstan,1,No,0,Kazakhstan,1,True
37515095,7,From what years were the sequenced samples obtained?,List,Demographics,2017-2020,2017-2020,1,2017-2020,1,2017-2020,1,2017-2020,1,2017-2020,1,2017-2020,1,True
37515095,8,Were samples cloned prior to sequencing?,Boolean,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
37515095,9,Which HIV genes were reported to have been sequenced?,List,Technical,"PR, RT, IN, Pol","Protease, RT",0,"PR, RT",1,"Reverse transcriptase, RT",1,"PR, RT",1,Protease and Reverse transcriptase,1,No,0,True
37515095,10,What method was used for sequencing?,List,Technical,Sanger sequencing,Sanger sequencing,1,Sanger sequencing,1,Sanger sequencing,1,Sanger sequencing,1,Illumina sequencing,0,No,0,True
37515095,11,What type of samples were sequenced?,List,Technical,Whole Blood,Whole Blood,1,Plasma,1,Plasma,1,Whole Blood,1,Whole Blood,1,Plasma,1,True
37515095,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,,No,1,Yes,0,Yes,0,No,1,No,1,No,1,False
37515095,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,,No,1,No,1,968,0,No,1,No,1,No,1,False
37515095,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
37515095,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTI, NNRTI","NRTI, NNRTI",1,"NRTI, NNRTI, PI, INSTI",0,"NRTI, NNRTI",1,"NRTI, NNRTI",1,"NRTI, NNRTI, PI",0,No,0,True
37515095,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"3TC, ABC, AZT, D4T, DDI, FTC, TDF, ETR, EFV, NVP, RPV","FTC, TDF, EFV",0,"Zidovudine (AZT), Didanosine (DDI), Stavudine (D4T), Lamivudine (3TC), Abacavir (ABC), Tenofovir (TDF), Emtricitabine (FTC), Nevirapine (NVP), Efavirenz (EFV), Etravirine (ETR), Rilpivirine (RPV), Darunavir (DRV), Lopinavir (LPV)",0,"Abacavir (ABC), Zidovudine'(AZT), Zalcitabine (DDC), Didanosine (DDI), Lamivudine (3TC), Stavudine (D4T), Emtricitabine(FTC), Tenofovir (TFV), Nevirapine (NVP), Delavirdine (DLV), Efavirenz (EFV), Etravirine (ETR), Rilpivirine (RPV), Doravirine (DOR)",0,"Emtricitabine (FTC), Tenofovir (TDF), Efavirenz (EFV)",0,"NRTI (Nucleoside Reverse Transcriptase Inhibitor), including Abacavir (ABC), Zidovudine'(AZT), Zalcitabine (DDC), Didanosine (DDI), Lamivudine (3TC), Stavudine (D4T), Emtricitabine(FTC), Tenofovir (TFV); NNRTI (Non-Nucleosid Reverse Transcriptase Inhibitor), including Nevirapine (NVP), Delavirdine (DLV), Efavirenz (EFV), Etravirine (ETR), Rilpivirine (RPV), Doravirine (DOR); PI (Protease Inhibitor), including Amprenavir (APV), Lopinavir'(LPV), Atazanavir (ATV), Derunavir (DRV)",0,No,0,True
37515146,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
37515146,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,,Yes,0,No,1,No,1,No,1,Yes,0,No,1,False
37515146,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
37515146,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,"MK702015-MK702057, MK867695-MK867757, MK995397-MK995457","MK702015-MK702057, MK867695-MK867757, MK995397-MK995457",1,"MK702015-MK702057, MK867695-MK867757, MK995397-MK995457",1,"MK702015-MK702057, MK867695-MK867757, and MK995397-MK995457",1,"MK702015-MK702057, MK867695-MK867757, MK995397-MK995457",1,"MK702015-MK702057, MK867695-MK867757, and MK995397-MK995457",1,"MK702015-MK702057, MK867695-MK867757, MK995397-MK995457",1,True
37515146,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,379,379,1,379,1,379,1,379,1,379,1,379,1,True
37515146,6,From which countries were the sequenced samples obtained?,List,Demographics,Cameroon,No,0,Cameroon,1,Cameroon,1,Cameroon,1,Cameroon,1,Cameroon,1,True
37515146,7,From what years were the sequenced samples obtained?,List,Demographics,2014-2019,2014-2019,1,2014-2019,1,2014-2019,1,2014-2019,1,2014-2019,1,2014-2019,1,True
37515146,8,Were samples cloned prior to sequencing?,Boolean,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
37515146,9,Which HIV genes were reported to have been sequenced?,List,Technical,"PR, RT, IN, Pol","Protease, RT",0,"PR, RT",1,"Protease, Reverse transcriptase",1,"PR, RT",1,"Protease, Reverse transcriptase, and Integrase",1,"PR, RT",1,True
37515146,10,What method was used for sequencing?,List,Technical,Sanger sequencing,Sanger sequencing,1,Sanger sequencing,1,No,0,Sanger sequencing,1,No,0,Sanger sequencing,1,True
37515146,11,What type of samples were sequenced?,List,Technical,Plasma,Plasma,1,Plasma,1,Plasma,1,Plasma,1,Plasma,1,Plasma,1,True
37515146,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
37515146,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
37515146,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
37515146,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
37515146,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,,"Individuals in the study did not receive any antiretroviral drugs before sample sequencing, as they were ART-naive participants.",0,No,1,No,1,No,1,No,1,No,1,False
37520425,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
37520425,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
37520425,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
37520425,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,OQ627458-OQ627474,OQ627458-OQ627474,1,OQ627458-OQ627474,1,OQ627458-OQ627474,1,OQ627458-OQ627474,1,OQ627458-OQ627474,1,OQ627458-OQ627474,1,True
37520425,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,25 or 30,25,1,30,1,30,1,16,0,25,1,0,0,True
37520425,6,From which countries were the sequenced samples obtained?,List,Demographics,Tanzania,No,0,Tanzania,1,Tanzania,1,Tanzania,1,No,0,No,0,True
37520425,7,From what years were the sequenced samples obtained?,List,Demographics,"2016-2017, 2019-2020",No,0,"2016-2017, 2019-2020",1,No,0,2016-2020,1,2005-2020,0,No,0,True
37520425,8,Were samples cloned prior to sequencing?,Boolean,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
37520425,9,Which HIV genes were reported to have been sequenced?,List,Technical,"PR, RT, IN","Protease, RT",0,"PR, RT, IN",1,"Reverse transcriptase, Protease, INSTI",0,"PR, RT",0,"Protease, RT",0,"PR, RT, IN",1,True
37520425,10,What method was used for sequencing?,List,Technical,Sanger sequencing,Sanger sequencing,1,Sanger sequencing,1,Sanger sequencing,1,Sanger sequencing,1,Sanger sequencing,1,Sanger sequencing,1,True
37520425,11,What type of samples were sequenced?,List,Technical,Plasma,Plasma,1,Plasma,1,Plasma,1,Plasma,1,Plasma,1,Plasma,1,True
37520425,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,True
37520425,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
37520425,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,True
37520425,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,INSTI,NNRTI,0,"NRTI, NNRTI, INSTI",0,INSTI,1,No,0,INSTI,1,No,0,True
37520425,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,DTG,No,0,"DTG, NRTI, NNRTI",0,Dolutegravir (DTG),1,No,0,Dolutegravir (DTG),1,No,0,True
37537871,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
37537871,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
37537871,3,Were sequences from the paper made publicly available?,Boolean,Data availability,,No,1,No,1,Yes,0,No,1,Yes,0,No,1,False
37537871,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
37537871,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,77,77,1,77,1,77,1,77,1,77,1,77,1,True
37537871,6,From which countries were the sequenced samples obtained?,List,Demographics,Hong Kong,Hong Kong,1,Hong Kong,1,Hong Kong,1,Hong Kong,1,Hong Kong,1,Hong Kong,1,True
37537871,7,From what years were the sequenced samples obtained?,List,Demographics,2002-2014,2002-2014,1,2002-2014,1,2002-2014,1,2002-2014,1,2002-2014,1,2002-2014,1,True
37537871,8,Were samples cloned prior to sequencing?,Boolean,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
37537871,9,Which HIV genes were reported to have been sequenced?,List,Technical,"PR, RT, IN","Protease, RT, IN",1,"PR, RT, IN",1,"Protease, Reverse transcriptase, Integrase",1,"PR, RT, IN",1,No,0,Full genome,0,True
37537871,10,What method was used for sequencing?,List,Technical,"Sanger sequencing, Illumina sequencing, Oxford nanopore",Oxford Nanopore sequencing,0,Oxford Nanopore sequencing,0,Oxford Nanopore sequencing,0,Oxford Nanopore sequencing,0,Oxford Nanopore sequencing,0,Oxford Nanopore sequencing,0,True
37537871,11,What type of samples were sequenced?,List,Technical,Plasma,Plasma,1,Plasma,1,Plasma,1,Plasma,1,Plasma,1,Plasma,1,True
37537871,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes,Yes,1,No,0,No,0,No,0,No,0,No,0,True
37537871,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,,No,1,No,1,No,1,No,1,Yes,0,No,1,False
37537871,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes,No,0,No,0,No,0,No,0,Yes,1,Yes,1,True
37537871,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,,No,1,No,1,No,1,No,1,"NRTI, NNRTI, PI, INSTI",0,No,1,False
37537871,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,,No,1,No,1,No,1,No,1,"Abacavir (ABC), Zidovudine'(AZT), Zalcitabine (DDC), Didanosine (DDI), Lamivudine (3TC), Stavudine (D4T), Emtricitabine(FTC), Tenofovir (TFV), Nevirapine (NVP), Delavirdine (DLV), Efavirenz (EFV), Etravirine (ETR), Rilpivirine (RPV), Doravirine (DOR), Amprenavir (APV), Lopinavir'(LPV), Atazanavir (ATV), Derunavir (DRV), Raltegravir (RAL), Elvitegravir(EVG), Dolutagravir (DTG), Bictegravir (BIC), cabotagravir (CAB), Lenacapavir (LEN)",0,No,1,False
37540331,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
37540331,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
37540331,3,Were sequences from the paper made publicly available?,Boolean,Data availability,,No,1,No,1,Yes,0,No,1,No,1,No,1,False
37540331,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
37540331,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,,0,1,0,1,0,1,0,1,0,1,0,1,False
37540331,6,From which countries were the sequenced samples obtained?,List,Demographics,,No,1,No,1,No,1,No,1,No,1,No,1,False
37540331,7,From what years were the sequenced samples obtained?,List,Demographics,,No,1,No,1,No,1,No,1,No,1,No,1,False
37540331,8,Were samples cloned prior to sequencing?,Boolean,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
37540331,9,Which HIV genes were reported to have been sequenced?,List,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
37540331,10,What method was used for sequencing?,List,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
37540331,11,What type of samples were sequenced?,List,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
37540331,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,,No,1,No,1,No,1,No,1,Yes,0,No,1,False
37540331,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
37540331,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
37540331,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,,"NRTI, NNRTI",0,No,1,"NRTI, NNRTI",0,No,1,No,1,No,1,False
37540331,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,,No,1,No,1,"NRTI, NNRTI",0,No,1,No,1,No,1,False
37541705,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes,No,0,No,0,No,0,No,0,No,0,No,0,True
37541705,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
37541705,3,Were sequences from the paper made publicly available?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
37541705,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
37541705,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,,0,1,0,1,0,1,0,1,0,1,0,1,False
37541705,6,From which countries were the sequenced samples obtained?,List,Demographics,"Botswana, South Africa, Thailand, and the U.S.",No,0,No,0,No,0,No,0,"Botswana, South Africa, Thailand, and the U.S.",1,No,0,True
37541705,7,From what years were the sequenced samples obtained?,List,Demographics,2020-2021,No,0,No,0,No,0,No,0,2020-2021,1,No,0,True
37541705,8,Were samples cloned prior to sequencing?,Boolean,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
37541705,9,Which HIV genes were reported to have been sequenced?,List,Technical,RT,No,0,No,0,No,0,No,0,No,0,No,0,True
37541705,10,What method was used for sequencing?,List,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
37541705,11,What type of samples were sequenced?,List,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
37541705,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
37541705,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,True
37541705,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes,No,0,Yes,1,No,0,No,0,Yes,1,No,0,True
37541705,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"PI, INSTI","PI, INSTI",1,"PI, INSTI",1,"NRTI, NNRTI, PI, INSTI",0,No,0,NNRTI,0,No,0,True
37541705,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"LPV, DTG, RAL, ABC, 3TC","Lopinavir/ritonavir, Dolutegravir, Raltegravir",0,"Lopinavir (LPV), Dolutegravir (DTG), Raltegravir (RAL)",0,"Dolutegravir, Abacavir, Lamivudine",0,No,0,"NRTI (Abacavir, Lamivudine), NNRTI (Nevirapine, Efavirenz), PI (Lopinavir), INSTI (Raltegravir)",0,No,0,True
37546367,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
37546367,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,,Yes,0,No,1,No,1,No,1,Yes,0,No,1,False
37546367,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
37546367,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,OQ886077 - OQ888150,OQ886077 - OQ888150,1,OQ886077 - OQ888150,1,OQ886077 - OQ888150,1,OQ886077 - OQ888150,1,OQ886077 - OQ888150,1,OQ886077 - OQ888150,1,True
37546367,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,2074,2074,1,2074,1,2074,1,3274,0,2074,1,2074,1,True
37546367,6,From which countries were the sequenced samples obtained?,List,Demographics,China,China,1,China,1,China,1,China,1,China,1,China,1,True
37546367,7,From what years were the sequenced samples obtained?,List,Demographics,2011-2022,2011-2022,1,2011-2022,1,2011-2022,1,2011-2022,1,2011-2022,1,2011-2022,1,True
37546367,8,Were samples cloned prior to sequencing?,Boolean,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
37546367,9,Which HIV genes were reported to have been sequenced?,List,Technical,"PR, RT, IN, Pol","PR, RT",1,"PR, RT",1,"Protease, Reverse transcriptase, Integrase",1,"PR, RT, IN",1,Pol,0,Pol,1,True
37546367,10,What method was used for sequencing?,List,Technical,Sanger sequencing,Sanger sequencing,1,Sanger sequencing,1,Sanger sequencing,1,Sanger sequencing,1,Sanger sequencing,1,Sanger sequencing,1,True
37546367,11,What type of samples were sequenced?,List,Technical,Plasma,Plasma,1,Plasma,1,Plasma,1,Plasma,1,Plasma,1,Plasma,1,True
37546367,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes,Yes,1,Yes,1,No,0,No,0,No,0,Yes,1,True
37546367,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
37546367,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
37546367,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTI, NNRTI, PI","NRTI, NNRTI, PI",1,No,0,"NRTI, NNRTI, PI",1,No,0,"NRTI, NNRTI, PI",1,"NRTI, NNRTI, PI",1,True
37546367,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,,"Abacavir (ABC), Zidovudine (AZT), Lamivudine (3TC), Emtricitabine (FTC), Tenofovir (TFV), Nevirapine (NVP), Efavirenz (EFV)",0,No,1,"ABC, AZT, 3TC, FTC, EFV",0,No,1,See above,0,"NRTI, NNRTI, PI",0,False
37554471,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,,No,0,No,0,No,0,No,0,No,0,No,0,False
37554471,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,,No,1,No,1,No,1,No,1,Yes,0,No,1,False
37554471,3,Were sequences from the paper made publicly available?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
37554471,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
37554471,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1,0,0,0,0,0,0,0,0,0,0,0,0,True
37554471,6,From which countries were the sequenced samples obtained?,List,Demographics,,No,1,No,1,No,1,No,1,No,1,No,1,False
37554471,7,From what years were the sequenced samples obtained?,List,Demographics,,No,1,No,1,No,1,No,1,No,1,No,1,False
37554471,8,Were samples cloned prior to sequencing?,Boolean,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
37554471,9,Which HIV genes were reported to have been sequenced?,List,Technical,RT,No,0,No,0,No,0,No,0,No,0,No,0,True
37554471,10,What method was used for sequencing?,List,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
37554471,11,What type of samples were sequenced?,List,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
37554471,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
