pmid,qid,question,chunk_ids,sections,scores
40872801,9,Which HIV genes were reported to have been sequenced?,42|41|29|40|35,"The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 4. Discussion|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 4. Discussion|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 4. Discussion|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 4. Discussion",12.2132|12.0857|10.4250|9.0226|9.0096
40938120,1,Does the paper report HIV sequences from patient samples?,6|37|34|1|29,"Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Sociodemographic and clinical characteristics of the participants|MATERIALS AND METHODS > Sequence processing and quality control|MATERIALS AND METHODS > Study setting and population|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION",8.4154|6.9817|6.6284|5.2838|5.1990
40938120,10,What method was used for sequencing?,40|35|34|36|29,"MATERIALS AND METHODS > Sequence processing and quality control > Statistical analysis|MATERIALS AND METHODS > Laboratory testing|MATERIALS AND METHODS > Study setting and population|MATERIALS AND METHODS > Laboratory testing|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION",9.3877|6.7143|5.9472|5.5403|4.0715
40938120,11,What type of samples were sequenced?,36|34|35|6|40,"MATERIALS AND METHODS > Laboratory testing|MATERIALS AND METHODS > Study setting and population|MATERIALS AND METHODS > Laboratory testing|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Sociodemographic and clinical characteristics of the participants|MATERIALS AND METHODS > Sequence processing and quality control > Statistical analysis",6.0380|4.9888|4.3159|2.3348|2.1630
40938120,12,How many individuals had samples obtained for HIV sequencing?,34|29|21|6|12,"MATERIALS AND METHODS > Study setting and population|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Sociodemographic and clinical characteristics of the participants|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Factors associated with PDR",10.5273|6.9957|5.8290|5.1657|4.9638
40938120,13,Were the patients in the study in a clinical trial?,1|8|34|9|39,"Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Characteristics of PDR TCs in molecular networks|MATERIALS AND METHODS > Study setting and population|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Characteristics of PDR TCs in molecular networks|MATERIALS AND METHODS > Sequence processing and quality control > Molecular transmission network inference",8.4096|8.0979|7.0960|5.6341|5.0555
40938120,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,29|21|6|3|37,"Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Sociodemographic and clinical characteristics of the participants|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China|MATERIALS AND METHODS > Sequence processing and quality control",15.6202|10.6275|8.9780|8.8740|6.9817
40938120,15,Which drug classes were received by individuals in the study before sample sequencing?,2|22|1|28|34,"Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION|MATERIALS AND METHODS > Study setting and population",10.8348|8.6194|8.3156|8.0812|8.0117
40938120,16,Which drugs were received by individuals in the study before sample sequencing?,2|34|6|5|20,"Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China|MATERIALS AND METHODS > Study setting and population|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Sociodemographic and clinical characteristics of the participants|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION",9.4560|8.0117|7.9808|7.4877|7.0154
40938120,2,Does the paper report in vitro drug susceptibility data?,29|38|40|2|25,"Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION|MATERIALS AND METHODS > Sequence processing and quality control > Genotypic resistance analysis|MATERIALS AND METHODS > Sequence processing and quality control > Statistical analysis|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION",6.5681|5.9418|4.4010|4.3663|3.2827
40938120,3,What were the GenBank accession numbers for sequenced HIV isolates?,41|36|39|34|29,"MATERIALS AND METHODS > DATA AVAILABILITY|MATERIALS AND METHODS > Laboratory testing|MATERIALS AND METHODS > Sequence processing and quality control > Molecular transmission network inference|MATERIALS AND METHODS > Study setting and population|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION",17.0237|7.9354|4.4860|4.1645|3.8814
40938120,4,What were the GenBank accession numbers for sequenced HIV isolates?,41|36|39|34|29,"MATERIALS AND METHODS > DATA AVAILABILITY|MATERIALS AND METHODS > Laboratory testing|MATERIALS AND METHODS > Sequence processing and quality control > Molecular transmission network inference|MATERIALS AND METHODS > Study setting and population|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION",17.0237|7.9354|4.4860|4.1645|3.8814
40938120,5,From which countries were the sequenced samples obtained?,34|36|35|27|20,"MATERIALS AND METHODS > Study setting and population|MATERIALS AND METHODS > Laboratory testing|MATERIALS AND METHODS > Laboratory testing|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION",10.5767|6.1076|5.3310|4.9389|4.8831
40938120,6,From which countries were the sequenced samples obtained?,34|36|35|27|20,"MATERIALS AND METHODS > Study setting and population|MATERIALS AND METHODS > Laboratory testing|MATERIALS AND METHODS > Laboratory testing|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION",10.5767|6.1076|5.3310|4.9389|4.8831
40938120,7,From what years were the sequenced samples obtained?,34|36|35|27|11,"MATERIALS AND METHODS > Study setting and population|MATERIALS AND METHODS > Laboratory testing|MATERIALS AND METHODS > Laboratory testing|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Characteristics of PDR TCs in molecular networks",12.1823|6.1076|5.3310|4.3693|4.0365
40938120,8,Were samples cloned prior to sequencing?,34|3|35|40|11,"MATERIALS AND METHODS > Study setting and population|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China|MATERIALS AND METHODS > Laboratory testing|MATERIALS AND METHODS > Sequence processing and quality control > Statistical analysis|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Characteristics of PDR TCs in molecular networks",5.2461|4.6283|4.4339|2.3622|2.2950
40938120,9,Which HIV genes were reported to have been sequenced?,21|5|3|4|36,"Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China|MATERIALS AND METHODS > Laboratory testing",10.6502|7.5634|7.2129|7.1680|6.3443
40938996,1,Does the paper report HIV sequences from patient samples?,9|33|10|41|32,Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > NC mutations selected in the presence of DTG maintain viral DNA ends comparable to those of WT|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Plasmids|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > NC mutations selected in the presence of DTG maintain viral DNA ends comparable to those of WT|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Integration site analysis|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Cell lines and reagents,5.5501|5.1215|4.3091|4.3041|3.9716
40938996,10,What method was used for sequencing?,12|18|43|11|23,"Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > NC mutations selected in the presence of DTG maintain viral DNA ends comparable to those of WT|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > NC-G19S does not alter the efficiency or kinetics of uncoating in the nucleus|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Quantification of viral cDNA in the infected cells|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > NC mutations selected in the presence of DTG maintain viral DNA ends comparable to those of WT|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > HIV-1 acquires mutations in Env, NC, and IN in the presence of DTG in primary T cells",5.5198|5.0551|4.0003|3.5573|3.4865
40938996,11,What type of samples were sequenced?,41|32|25|40|48,"Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Integration site analysis|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Cell lines and reagents|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > HIV-1 acquires mutations in Env, NC, and IN in the presence of DTG in primary T cells|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Integration site analysis|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Long-term propagation of HIV-1 in PBMCs in the presence of DTG",7.8201|3.9579|3.5350|3.5076|3.4976
40938996,12,How many individuals had samples obtained for HIV sequencing?,41|32|10|43|31,Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Integration site analysis|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Cell lines and reagents|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > NC mutations selected in the presence of DTG maintain viral DNA ends comparable to those of WT|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Quantification of viral cDNA in the infected cells|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > DISCUSSION,4.8241|4.5113|4.0068|3.8373|3.4629
40938996,13,Were the patients in the study in a clinical trial?,31|33|2|11|27,Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > DISCUSSION|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Plasmids|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > NC mutations selected in the presence of DTG maintain viral DNA ends comparable to those of WT|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > DISCUSSION,7.3144|5.1507|4.3737|4.3180|4.2878
40938996,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,20|33|9|43|10,Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > NC-G19S does not alter the efficiency or kinetics of uncoating in the nucleus|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Plasmids|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > NC mutations selected in the presence of DTG maintain viral DNA ends comparable to those of WT|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Quantification of viral cDNA in the infected cells|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > NC mutations selected in the presence of DTG maintain viral DNA ends comparable to those of WT,7.3831|7.0179|5.5501|4.5879|4.3091
40938996,15,Which drug classes were received by individuals in the study before sample sequencing?,11|33|27|41|15,Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > NC mutations selected in the presence of DTG maintain viral DNA ends comparable to those of WT|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Plasmids|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > DISCUSSION|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Integration site analysis|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > The NC-G19S mutation selected in the presence of DTG accelerates early postentry events including viral DNA integration,7.2492|6.7729|5.5983|5.4151|5.0981
40938996,16,Which drugs were received by individuals in the study before sample sequencing?,20|11|33|27|41,Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > NC-G19S does not alter the efficiency or kinetics of uncoating in the nucleus|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > NC mutations selected in the presence of DTG maintain viral DNA ends comparable to those of WT|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Plasmids|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > DISCUSSION|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Integration site analysis,8.1613|7.2492|6.7729|5.5983|5.4151
40938996,2,Does the paper report in vitro drug susceptibility data?,31|15|6|5|1,Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > DISCUSSION|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > The NC-G19S mutation selected in the presence of DTG accelerates early postentry events including viral DNA integration|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > NC mutations selected in the presence of DTG do not disrupt virus assembly or infectivity|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > NC mutations selected in the presence of DTG do not disrupt virus assembly or infectivity|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors,6.2314|5.9671|4.8783|4.8722|4.7629
40938996,3,What were the GenBank accession numbers for sequenced HIV isolates?,43|41|32|25|24,"Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Quantification of viral cDNA in the infected cells|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Integration site analysis|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Cell lines and reagents|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > HIV-1 acquires mutations in Env, NC, and IN in the presence of DTG in primary T cells|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > HIV-1 acquires mutations in Env, NC, and IN in the presence of DTG in primary T cells",4.8719|4.3185|4.0188|3.6441|3.5408
40938996,4,What were the GenBank accession numbers for sequenced HIV isolates?,43|41|32|25|24,"Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Quantification of viral cDNA in the infected cells|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Integration site analysis|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Cell lines and reagents|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > HIV-1 acquires mutations in Env, NC, and IN in the presence of DTG in primary T cells|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > HIV-1 acquires mutations in Env, NC, and IN in the presence of DTG in primary T cells",4.8719|4.3185|4.0188|3.6441|3.5408
40938996,5,From which countries were the sequenced samples obtained?,41|32|33|40|48,Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Integration site analysis|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Cell lines and reagents|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Plasmids|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Integration site analysis|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Long-term propagation of HIV-1 in PBMCs in the presence of DTG,7.7895|4.9087|4.4340|4.4013|4.3239
40938996,6,From which countries were the sequenced samples obtained?,41|32|33|40|48,Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Integration site analysis|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Cell lines and reagents|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Plasmids|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Integration site analysis|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Long-term propagation of HIV-1 in PBMCs in the presence of DTG,7.7895|4.9087|4.4340|4.4013|4.3239
40938996,7,From what years were the sequenced samples obtained?,41|32|40|48|24,"Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Integration site analysis|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Cell lines and reagents|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Integration site analysis|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Long-term propagation of HIV-1 in PBMCs in the presence of DTG|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > HIV-1 acquires mutations in Env, NC, and IN in the presence of DTG in primary T cells",7.7895|4.9087|4.4013|4.3239|4.1980
40938996,8,Were samples cloned prior to sequencing?,39|41|33|34|23,"Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Sequence analysis of 2-LTR junction|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Integration site analysis|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Plasmids|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Plasmids|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > HIV-1 acquires mutations in Env, NC, and IN in the presence of DTG in primary T cells",5.7701|5.6883|4.7283|3.6882|3.4894
40938996,9,Which HIV genes were reported to have been sequenced?,1|31|18|29|34,Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > DISCUSSION|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > NC-G19S does not alter the efficiency or kinetics of uncoating in the nucleus|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > DISCUSSION|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Plasmids,10.6324|8.2492|6.6136|6.5963|4.9140
40965168,1,Does the paper report HIV sequences from patient samples?,24|12|21|4|3,Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Discussion|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Sample cloning and drug susceptibility|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Discussion|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Subtype characterization|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Clinical samples,7.3269|6.9755|6.1380|5.7380|4.9596
40965168,10,What method was used for sequencing?,12|4|15|2|13,Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Sample cloning and drug susceptibility|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Subtype characterization|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Resistance emergence and genotypic analyses|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Reagents|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Sample cloning and drug susceptibility,6.1174|3.7351|3.1608|3.0384|2.5976
40965168,11,What type of samples were sequenced?,6|2|3|12|11,Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Sample cloning|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Reagents|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Clinical samples|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Sample cloning and drug susceptibility|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results,4.4118|3.6763|2.1251|1.9710|1.9665
40965168,12,How many individuals had samples obtained for HIV sequencing?,3|15|21|12|2,Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Clinical samples|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Resistance emergence and genotypic analyses|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Discussion|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Sample cloning and drug susceptibility|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Reagents,7.8239|5.3915|4.9457|4.8175|3.7897
