PMID,QID,Question,Human-Answer,bm25_text_coverage,semantic_text_coverage,coverage_delta,bm25_chunk_ids,semantic_chunk_ids,bm25_reconstructed_sections,semantic_reconstructed_sections,bm25_excerpt,semantic_excerpt
41140464,15,Which drugs were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI",1.0,1.0,0.0,24|17|4|12|22,24|12|2|4|13,The Genetic Diversity and Drug Resistance Patterns of HIV-1 Pol Gene in East Africa > 6. Limitations | The Genetic Diversity and Drug Resistance Patterns of HIV-1 Pol Gene in East Africa > 4. Discussion | The Genetic Diversity and Drug Resistance Patterns of HIV-1 Pol Gene in East Africa > 3. Results | The Genetic Diversity and Drug Resistance Patterns of HIV-1 Pol Gene in East Africa > 3. Results | The Genetic Diversity and Drug Resistance Patterns of HIV-1 Pol Gene in East Africa > 4. Discussion,The Genetic Diversity and Drug Resistance Patterns of HIV-1 Pol Gene in East Africa > 6. Limitations | The Genetic Diversity and Drug Resistance Patterns of HIV-1 Pol Gene in East Africa > 3. Results | The Genetic Diversity and Drug Resistance Patterns of HIV-1 Pol Gene in East Africa > 2. Materials and Methods | The Genetic Diversity and Drug Resistance Patterns of HIV-1 Pol Gene in East Africa > 3. Results | The Genetic Diversity and Drug Resistance Patterns of HIV-1 Pol Gene in East Africa > 3. Results,"[The Genetic Diversity and Drug Resistance Patterns of HIV-1 Pol Gene in East Africa > 6. Limitations] A significant limitation of this study is its reliance on public databases, which capture only a fraction of available HIV-1 sequence data and are subjected to sampling biases. Additionally, the exclusion of nonpublic datasets, such as those from large-scale initiatives like the PANGEA program in Uganda, which have sequenced thousands of HIV-1 samples, limits the generaliza…","[The Genetic Diversity and Drug Resistance Patterns of HIV-1 Pol Gene in East Africa > 6. Limitations] A significant limitation of this study is its reliance on public databases, which capture only a fraction of available HIV-1 sequence data and are subjected to sampling biases. Additionally, the exclusion of nonpublic datasets, such as those from large-scale initiatives like the PANGEA program in Uganda, which have sequenced thousands of HIV-1 samples, limits the generaliza…"
41029850,15,Which drugs were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI ",1.0,0.75,-0.25,24|25|1|3|20,28|27|24|5|25,Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Discussion | Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Discussion | Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract | Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Methods > Study design and study population | Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Discussion,Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Supplementary Information > Data availability | Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Supplementary Information | Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Discussion | Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Methods > Genotypic resistance testing and sequence interpretation and analysis | Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Discussion,[Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Discussion] The main limitation of this study was the inability to sequence of the integrase region in individuals on DTG-based regimens at the time of the study. It is worth noting that INSTI were introduced into Cameroonian guidelines (in first- or third-line regimens) only as fro…,[Acquired HIV-1 drug resistance to reverse transcriptase and protease inhibitors among people failing antiretroviral therapy in Cameroon and implications for future treatment options > Abstract > Supplementary Information > Data availability] The authors of this manuscript confirm that the data supporting the findings and conclusions of this study are available on request from the corresponding authors. The data are not publicly available due to their containing information …
36645792,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI",1.0,0.5,-0.5,18|11|10|21|22,7|14|13|8|24,"Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > RESULTS | Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > METHODS > Statistical Considerations | Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > METHODS > Outcomes | Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > DISCUSSION | Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > DISCUSSION","Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > METHODS > Randomization, Allocation Concealment, and Masking | Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > RESULTS | Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > RESULTS | Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > METHODS > Procedures | Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > DISCUSSION","[Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > RESULTS] Figure 4. Proportion of participants with a ≥1-unit increase in the Insomnia Severity Index (ISI) and reported insomnia as an adverse event. Sleep was evaluated using the ISI, a 7-item tool with a total score ranging from 0 to 28. A higher score indicates a worse performance. Numerator is the number of individuals w…","[Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > METHODS > Randomization, Allocation Concealment, and Masking] Participants were randomly assigned (1:1) to a second-line regimen consisting of tenofovir (300 mg), lamivudine (300 mg), and dolutegravir (50 mg), given as a once-daily fixed-dose combination tablet, with an additional lead-in dose of dolutegravir (50 mg) or plac…"
37938856,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI",1.0,0.5,-0.5,14|19|18|5|8,13|8|22|5|14,"Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.4. Secondary outcomes of VL testing uptake, turnaround time and infant testing | Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 4. DISCUSSION | Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 4. DISCUSSION | Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.1. Study design and procedures | Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.4. Variables","Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.3. DRM testing, resistance identified and ART change recommendations | Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.4. Variables | Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > FUNDING | Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 2. METHODS > 2.1. Study design and procedures | Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.4. Secondary outcomes of VL testing uptake, turnaround time and infant testing","[Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.4. Secondary outcomes of VL testing uptake, turnaround time and infant testing] Of the participants attending each study visit in the intervention group, 100%, 51%, 43%, 90%, 75% and 94% had a POC VL conducted at 0, 3 and 6 months after enrolment, delivery, 3…","[Impact of point‐of‐care HIV viral load and targeted drug resistance mutation testing on viral suppression among Kenyan pregnant and postpartum women: results from a prospective cohort study (Opt4Mamas) > 3. RESULTS > 3.3. DRM testing, resistance identified and ART change recommendations] In the intervention group, from enrolment up until 6 months postpartum, we identified 54 episodes of VL\>1000 copies/ml, among 48 (11.7%) participants (Table 3 ). In the intervention group,…"
37941373,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, INSTI",1.0,0.3333333333333333,-0.6666666666666667,14|15|4|11|13,14|6|4|5|9,"Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion | Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Conclusion | Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing | Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion | Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion","Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion | Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Characteristics of the patients | Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Genotypic resistance testing | Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Materials and methods > Phylogenetic analysis | Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Results > Resistance mutations to INSTIs","[Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion] Our study has several limitations, including the exclusive utilization of the IN gene in the phylogenetic analysis, which could potentially limit the accuracy of subtyping and the recognition of CRF. Additionally, Sanger dideoxy sequencing was employed for the identification of the clinically significant known drug resist…","[Prevalence and analysis of acquired and transmitted integrase strand transfer inhibitor-associated HIV-1 drug resistance in Chongqing, China > Discussion] Our study has several limitations, including the exclusive utilization of the IN gene in the phylogenetic analysis, which could potentially limit the accuracy of subtyping and the recognition of CRF. Additionally, Sanger dideoxy sequencing was employed for the identification of the clinically significant known drug resist…"
41023944,15,Which drugs were received by individuals in the study before sample sequencing?,"NRTI,NNRTI,INSTI",1.0,0.3333333333333333,-0.6666666666666667,5|1|20|4|15,5|11|12|22|14,HIV Dolutegravir resistance and multiclass failure in Mozambique: findings from a real-world cohort > Methods > Study population | HIV Dolutegravir resistance and multiclass failure in Mozambique: findings from a real-world cohort > Abstract | HIV Dolutegravir resistance and multiclass failure in Mozambique: findings from a real-world cohort > Discussion | HIV Dolutegravir resistance and multiclass failure in Mozambique: findings from a real-world cohort > Methods > Study population | HIV Dolutegravir resistance and multiclass failure in Mozambique: findings from a real-world cohort > Results > DTG resistance levels and co-resistance,HIV Dolutegravir resistance and multiclass failure in Mozambique: findings from a real-world cohort > Methods > Study population | HIV Dolutegravir resistance and multiclass failure in Mozambique: findings from a real-world cohort > Results > INSTI mutational profiles | HIV Dolutegravir resistance and multiclass failure in Mozambique: findings from a real-world cohort > Results > INSTI mutational profiles | HIV Dolutegravir resistance and multiclass failure in Mozambique: findings from a real-world cohort > Discussion > Limitations | HIV Dolutegravir resistance and multiclass failure in Mozambique: findings from a real-world cohort > Results > INSTI mutational profiles,[HIV Dolutegravir resistance and multiclass failure in Mozambique: findings from a real-world cohort > Methods > Study population] Inclusion criteria were: (i) confirmed HIV-positive status; (ii) being on a DTG-based regimen at the time of resistance testing; (iii) confirmed virological failure (HIV RNA \(>1000\) copies/mL) after at least six months of enhanced adherence support. Exclusion criteria included: (i) switching from DTG to another regimen before resistance testing…,[HIV Dolutegravir resistance and multiclass failure in Mozambique: findings from a real-world cohort > Methods > Study population] Inclusion criteria were: (i) confirmed HIV-positive status; (ii) being on a DTG-based regimen at the time of resistance testing; (iii) confirmed virological failure (HIV RNA \(>1000\) copies/mL) after at least six months of enhanced adherence support. Exclusion criteria included: (i) switching from DTG to another regimen before resistance testing…
37585352,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI",1.0,0.0,-1.0,21|16|5|6|18,6|5|7|2|12,Archived rilpivirine-associated resistance mutations among ART-naive and virologically suppressed people living with HIV-1 subtype C in Botswana: implications for cabotegravir/rilpivirine use > Limitations of the study | Archived rilpivirine-associated resistance mutations among ART-naive and virologically suppressed people living with HIV-1 subtype C in Botswana: implications for cabotegravir/rilpivirine use > Discussion | Archived rilpivirine-associated resistance mutations among ART-naive and virologically suppressed people living with HIV-1 subtype C in Botswana: implications for cabotegravir/rilpivirine use > Materials and methods > Selection of study participants | Archived rilpivirine-associated resistance mutations among ART-naive and virologically suppressed people living with HIV-1 subtype C in Botswana: implications for cabotegravir/rilpivirine use > Materials and methods > Near full-length HIV genotyping | Archived rilpivirine-associated resistance mutations among ART-naive and virologically suppressed people living with HIV-1 subtype C in Botswana: implications for cabotegravir/rilpivirine use > Discussion,Archived rilpivirine-associated resistance mutations among ART-naive and virologically suppressed people living with HIV-1 subtype C in Botswana: implications for cabotegravir/rilpivirine use > Materials and methods > Near full-length HIV genotyping | Archived rilpivirine-associated resistance mutations among ART-naive and virologically suppressed people living with HIV-1 subtype C in Botswana: implications for cabotegravir/rilpivirine use > Materials and methods > Selection of study participants | Archived rilpivirine-associated resistance mutations among ART-naive and virologically suppressed people living with HIV-1 subtype C in Botswana: implications for cabotegravir/rilpivirine use > Materials and methods > HIV-1 subtyping | Archived rilpivirine-associated resistance mutations among ART-naive and virologically suppressed people living with HIV-1 subtype C in Botswana: implications for cabotegravir/rilpivirine use > Abstract > Methods | Archived rilpivirine-associated resistance mutations among ART-naive and virologically suppressed people living with HIV-1 subtype C in Botswana: implications for cabotegravir/rilpivirine use > Results > Study participants,"[Archived rilpivirine-associated resistance mutations among ART-naive and virologically suppressed people living with HIV-1 subtype C in Botswana: implications for cabotegravir/rilpivirine use > Limitations of the study] Samples used in this study were from 2013--18 before the widespread use of dolutegravir-based ART in Botswana; thus, findings might not be representative of the current prevalence of RPV-RAMs in Botswana. However, since ART rollout during this period in Bots…","[Archived rilpivirine-associated resistance mutations among ART-naive and virologically suppressed people living with HIV-1 subtype C in Botswana: implications for cabotegravir/rilpivirine use > Materials and methods > Near full-length HIV genotyping] HIV-1 proviral DNA sequences were generated using next-generation sequencing (NGS) as previously described elsewhere. ^15^ Briefly, a long-range HIV genotyping protocol was used to generate viral sequences and the first-round a…"
37626789,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI",1.0,0.0,-1.0,4|16|6|18|21,6|7|9|5|19,HIV-1 Disease Progression and Drug Resistance Mutations among Children on First-Line Antiretroviral Therapy in Ethiopia > 2. Methods > 2.3. Study Population and Sampling | HIV-1 Disease Progression and Drug Resistance Mutations among Children on First-Line Antiretroviral Therapy in Ethiopia > 4. Discussion | HIV-1 Disease Progression and Drug Resistance Mutations among Children on First-Line Antiretroviral Therapy in Ethiopia > 2. Methods > 2.5. Laboratory Testing | HIV-1 Disease Progression and Drug Resistance Mutations among Children on First-Line Antiretroviral Therapy in Ethiopia > 4. Discussion | HIV-1 Disease Progression and Drug Resistance Mutations among Children on First-Line Antiretroviral Therapy in Ethiopia > Funding Statement,HIV-1 Disease Progression and Drug Resistance Mutations among Children on First-Line Antiretroviral Therapy in Ethiopia > 2. Methods > 2.5. Laboratory Testing | HIV-1 Disease Progression and Drug Resistance Mutations among Children on First-Line Antiretroviral Therapy in Ethiopia > 2. Methods > 2.6. Variables | HIV-1 Disease Progression and Drug Resistance Mutations among Children on First-Line Antiretroviral Therapy in Ethiopia > 2. Methods > 2.8. Statistical Analysis | HIV-1 Disease Progression and Drug Resistance Mutations among Children on First-Line Antiretroviral Therapy in Ethiopia > 2. Methods > 2.4. Data Collection | HIV-1 Disease Progression and Drug Resistance Mutations among Children on First-Line Antiretroviral Therapy in Ethiopia > 4. Discussion,"[HIV-1 Disease Progression and Drug Resistance Mutations among Children on First-Line Antiretroviral Therapy in Ethiopia > 2. Methods > 2.3. Study Population and Sampling] HIV-infected children taking first-line ART for at least six months were included in the study. Out of the 63 health facilities and 13,649 patients in the initial study, 40 had pediatric ART service and all the children from these health facilities ( *n* = 554) were included. The disease progression of HIV…","[HIV-1 Disease Progression and Drug Resistance Mutations among Children on First-Line Antiretroviral Therapy in Ethiopia > 2. Methods > 2.5. Laboratory Testing] Whole blood was collected from children using two ethylenediaminetetraacetic acid (EDTA) coated test tubes of 3--5 mL each, and plasma was extracted using centrifugation at 2000 revolutions per minute (RPM). The second-round blood samples were collected after a 6-month follow-up from children with an initial viral lo…"
36645792,16,Which drugs were received by individuals in the study before sample sequencing?,"TDF, 3TC, EFV",0.0,0.0,0.0,11|18|24|10|7,8|7|13|14|9,"Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > METHODS > Statistical Considerations | Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > RESULTS | Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > DISCUSSION | Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > METHODS > Outcomes | Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > METHODS > Randomization, Allocation Concealment, and Masking","Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > METHODS > Procedures | Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > METHODS > Randomization, Allocation Concealment, and Masking | Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > RESULTS | Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > RESULTS | Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > METHODS > Procedures","[Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > METHODS > Statistical Considerations] A sample size of 57 participants in each arm was estimated to produce a 95% confidence interval (CI) of 72%--92%, assuming the proportion achieving virologic suppression of 82% at week 24 (as achieved in the dolutegravir arm of the DAWNING study \[ 2 \]). We increased the sample size to …","[Initial Supplementary Dose of Dolutegravir in Second-Line Antiretroviral Therapy: A Noncomparative, Double-Blind, Randomized Placebo-Controlled Trial > METHODS > Procedures] Follow-up study visits with clinicians occurred at weeks 2, 4, 8, 12, 16, 20, and 24 (with a visit window of ±16 days at each visit except the week 24 visit, which had a window of ±6 weeks). Plasma HIV-1 RNA was measured at baseline and every visit from week 4 onward. If any HIV-1 RNA after week 12 was …"
36706364,16,Which drugs were received by individuals in the study before sample sequencing?,"TDF, 3TC, FTC, EFV, NVP, DTG",0.0,0.0,0.0,2|22|21|20|14,10|8|7|6|9,Recycling tenofovir in second-line antiretroviral treatment with dolutegravir: outcomes and viral load trajectories to 72 weeks > Abstract > Methods | Recycling tenofovir in second-line antiretroviral treatment with dolutegravir: outcomes and viral load trajectories to 72 weeks > Discussion | Recycling tenofovir in second-line antiretroviral treatment with dolutegravir: outcomes and viral load trajectories to 72 weeks > Discussion | Recycling tenofovir in second-line antiretroviral treatment with dolutegravir: outcomes and viral load trajectories to 72 weeks > Discussion | Recycling tenofovir in second-line antiretroviral treatment with dolutegravir: outcomes and viral load trajectories to 72 weeks > Results > Follow up of participants not suppressed at week 24 and/or week 48,Recycling tenofovir in second-line antiretroviral treatment with dolutegravir: outcomes and viral load trajectories to 72 weeks > Results > Baseline characteristics | Recycling tenofovir in second-line antiretroviral treatment with dolutegravir: outcomes and viral load trajectories to 72 weeks > Methods > Outcomes and analysis | Recycling tenofovir in second-line antiretroviral treatment with dolutegravir: outcomes and viral load trajectories to 72 weeks > Methods > Study design | Recycling tenofovir in second-line antiretroviral treatment with dolutegravir: outcomes and viral load trajectories to 72 weeks > Methods > Study design | Recycling tenofovir in second-line antiretroviral treatment with dolutegravir: outcomes and viral load trajectories to 72 weeks > Methods > Outcomes and analysis,"[Recycling tenofovir in second-line antiretroviral treatment with dolutegravir: outcomes and viral load trajectories to 72 weeks > Abstract > Methods] ARTIST is a single arm, prospective, interventional study conducted in Khayelitsha, South Africa, which switched 62 adults with two viral loads (VL) \>1000 copies/mL from tenofovir, lamivudine/emtricitabine and an NNRTI to TLD. We report efficacy to 72 weeks and, in a post hoc analysis, evaluated VL trajectories of individuals…","[Recycling tenofovir in second-line antiretroviral treatment with dolutegravir: outcomes and viral load trajectories to 72 weeks > Results > Baseline characteristics] The baseline characteristics of the 62 participants enrolled between August 2019 and July 2020, are described in Table 1 . Low, intermediate or high-level resistance to tenofovir, XTC or both was found in 89.3% (50/56 participants with results). Of these, 35.7% (20/56) had K65R mutations and 82.1% (46/56) had M…"
36931676,16,Which drugs were received by individuals in the study before sample sequencing?,DTG,0.0,0.0,0.0,20|5|6|22|7,19|23|24|8|27,"Cohort profile: InfCareHIV, a prospective registry-based cohort study of people with diagnosed HIV in Sweden > Cohort description > Selected findings from the past 10 years to date > Studies on late presentation | Cohort profile: InfCareHIV, a prospective registry-based cohort study of people with diagnosed HIV in Sweden > Cohort description > Study population | Cohort profile: InfCareHIV, a prospective registry-based cohort study of people with diagnosed HIV in Sweden > Cohort description > Study population > Supplementary data | Cohort profile: InfCareHIV, a prospective registry-based cohort study of people with diagnosed HIV in Sweden > Cohort description > Selected findings from the past 10 years to date > Studies on HIV infection of the central nervous system | Cohort profile: InfCareHIV, a prospective registry-based cohort study of people with diagnosed HIV in Sweden > Cohort description > Coverage and validation of the study population","Cohort profile: InfCareHIV, a prospective registry-based cohort study of people with diagnosed HIV in Sweden > Cohort description > Biobank | Cohort profile: InfCareHIV, a prospective registry-based cohort study of people with diagnosed HIV in Sweden > Cohort description > Selected findings from the past 10 years to date > Studies on elite controllers | Cohort profile: InfCareHIV, a prospective registry-based cohort study of people with diagnosed HIV in Sweden > Cohort description > Selected findings from the past 10 years to date > Studies on drug resistance mutations | Cohort profile: InfCareHIV, a prospective registry-based cohort study of people with diagnosed HIV in Sweden > Cohort description > Cohort variables | Cohort profile: InfCareHIV, a prospective registry-based cohort study of people with diagnosed HIV in Sweden > Cohort description > Future plans","[Cohort profile: InfCareHIV, a prospective registry-based cohort study of people with diagnosed HIV in Sweden > Cohort description > Selected findings from the past 10 years to date > Studies on late presentation] In a national prospective study, using InfCareHIV linked to patient study forms, Brännström *et al* found late diagnosis of HIV infection to be a key problem in the Swedish HIV-1 epidemic, where more than half of the patients were diagnosed late, but the majority c…","[Cohort profile: InfCareHIV, a prospective registry-based cohort study of people with diagnosed HIV in Sweden > Cohort description > Biobank] In the major clinical centres blood plasma/serum/liquor samples are collected, and in selected cases also peripheral blood mononuclear cells, HIV isolates, CSF and CSF cells in biobanks. These biobanks are separate from the cohort but linking between the cohort data and the biobanks can be performed (after ethical permission) for trans…"
37017009,16,Which drugs were received by individuals in the study before sample sequencing?,"LPV, ATV, EFV, NVP, 3TC, ABC, AZT, FTC, D4T, TDF",0.0,0.0,0.0,9|21|5|11|6,7|12|13|10|9,Resistance is common in paediatric patients failing ART in South Africa > Methods > Statistical methods | Resistance is common in paediatric patients failing ART in South Africa > Discussion > Study limitations | Resistance is common in paediatric patients failing ART in South Africa > Methods > Study design and sample size criteria | Resistance is common in paediatric patients failing ART in South Africa > Results > Demographic characteristics of enrolled participants | Resistance is common in paediatric patients failing ART in South Africa > Methods > Participant identification and enrolment,Resistance is common in paediatric patients failing ART in South Africa > Methods > Blood specimen collection and HIVDR genotyping | Resistance is common in paediatric patients failing ART in South Africa > Results > Demographic characteristics of enrolled participants | Resistance is common in paediatric patients failing ART in South Africa > Results > Prevalence of HIVDR in children on ART with VF | Resistance is common in paediatric patients failing ART in South Africa > Methods > Ethics | Resistance is common in paediatric patients failing ART in South Africa > Methods > Statistical methods,"[Resistance is common in paediatric patients failing ART in South Africa > Methods > Statistical methods] The sample was selected in two stages as described above. This approach provided estimation of both the within- and between-clinic variability, which provided appropriate standard errors for 95% CI. Descriptive statistics were presented using frequencies and proportions for categorical variables and medians with corresponding IQRs for continuous variables. All prevalence…","[Resistance is common in paediatric patients failing ART in South Africa > Methods > Blood specimen collection and HIVDR genotyping] Whole blood was collected using standard phlebotomy methods into a 6 mL EDTA tube. A minimum of 500 μL plasma was ultra-centrifuged and total nucleic acid extracted using the MagNA Pure 2.0 automated extraction system (Roche Applied Science, Penzberg, Germany). PCR amplification was performed using an in-house method resulting in a single ampli…"
